DexNum,Name,AbilityTextDump
503,Samurott,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/shellarmor.shtml""><b>Shell Armor</b></a>: Opponent’s moves cannot Critical Hit. </td>"
504,Patrat,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/analytic.shtml""><b>Analytic</b></a>: Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn </td>"
505,Watchog,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/illuminate.shtml""><b>Illuminate</b></a>: Raises the likelihood of meeting wild Pokémon by illuminating the surroundings. <br>
<a href=""/abilitydex/keeneye.shtml""><b>Keen Eye</b></a>: Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/analytic.shtml""><b>Analytic</b></a>: Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn </td>"
506,Lillipup,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/vitalspirit.shtml""><b>Vital Spirit</b></a>: The Pokémon cannot be Asleep while having this ability. <br>
<a href=""/abilitydex/pickup.shtml""><b>Pickup</b></a>: Has a 10% chance of finding and holding an item after battle. Will not work if this Pokémon is already holding an item. From Black &amp; White, it allows for the user to pick up the item of its opponent or ally if they used up the item in battle. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/runaway.shtml""><b>Run Away</b></a>: Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability. </td>"
507,Herdier,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/sandrush.shtml""><b>Sand Rush</b></a>: Speed is doubled within a sandstorm <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/scrappy.shtml""><b>Scrappy</b></a>: Allows the Pokémon to hit Ghost-type Pokémon with Normal-type and Fighting-type moves. Blocks Intimidate </td>"
508,Stoutland,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/sandrush.shtml""><b>Sand Rush</b></a>: Speed is doubled within a sandstorm <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/scrappy.shtml""><b>Scrappy</b></a>: Allows the Pokémon to hit Ghost-type Pokémon with Normal-type and Fighting-type moves. Blocks Intimidate </td>"
509,Purrloin,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/limber.shtml""><b>Limber</b></a>: The Pokémon cannot be Paralysed while having this ability. <br>
<a href=""/abilitydex/unburden.shtml""><b>Unburden</b></a>: Speed is doubled once the held item is consumed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. </td>"
510,Liepard,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/limber.shtml""><b>Limber</b></a>: The Pokémon cannot be Paralysed while having this ability. <br>
<a href=""/abilitydex/unburden.shtml""><b>Unburden</b></a>: Speed is doubled once the held item is consumed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. </td>"
511,Pansage,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overgrow.shtml""><b>Overgrow</b></a>: When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%. </td>"
512,Simisage,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overgrow.shtml""><b>Overgrow</b></a>: When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%. </td>"
513,Pansear,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/blaze.shtml""><b>Blaze</b></a>: When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%. </td>"
514,Simisear,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/blaze.shtml""><b>Blaze</b></a>: When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%. </td>"
515,Panpour,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. </td>"
516,Simipour,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/gluttony.shtml""><b>Gluttony</b></a>: The Pokémon will use a berry when its Hit Points are below 50%. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/torrent.shtml""><b>Torrent</b></a>: When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%. </td>"
517,Munna,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/forewarn.shtml""><b>Forewarn</b></a>: Reveals the foe’s strongest move. <br>
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/telepathy.shtml""><b>Telepathy</b></a>: Prevents damage from team-mates during Double and Triple battles </td>"
518,Musharna,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/forewarn.shtml""><b>Forewarn</b></a>: Reveals the foe’s strongest move. <br>
<a href=""/abilitydex/synchronize.shtml""><b>Synchronize</b></a>: When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/telepathy.shtml""><b>Telepathy</b></a>: Prevents damage from team-mates during Double and Triple battles </td>"
519,Pidove,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/bigpecks.shtml""><b>Big Pecks</b></a>: Protects the Pokémon from Defense-lowering effects. <br>
<a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rivalry.shtml""><b>Rivalry</b></a>: Attack &amp; Special Attack is increased by 25% if the foe is of the same gender; Attack &amp; Special Attack is decreased by 25% if the foe is of the opposite gender. </td>"
520,Tranquill,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/bigpecks.shtml""><b>Big Pecks</b></a>: Protects the Pokémon from Defense-lowering effects. <br>
<a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rivalry.shtml""><b>Rivalry</b></a>: Attack &amp; Special Attack is increased by 25% if the foe is of the same gender; Attack &amp; Special Attack is decreased by 25% if the foe is of the opposite gender. </td>"
521,Unfezant,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/bigpecks.shtml""><b>Big Pecks</b></a>: Protects the Pokémon from Defense-lowering effects. <br>
<a href=""/abilitydex/superluck.shtml""><b>Super Luck</b></a>: Raises the critical-hit ratio of moves by one level. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/rivalry.shtml""><b>Rivalry</b></a>: Attack &amp; Special Attack is increased by 25% if the foe is of the same gender; Attack &amp; Special Attack is decreased by 25% if the foe is of the opposite gender. </td>"
522,Blitzle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/lightningrod.shtml""><b>Lightningrod</b></a>: Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage. <br>
<a href=""/abilitydex/motordrive.shtml""><b>Motor Drive</b></a>: The Pokémon takes no damage from Electric-type attacks and Speed raises by one level. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. </td>"
523,Zebstrika,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/lightningrod.shtml""><b>Lightningrod</b></a>: Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage. <br>
<a href=""/abilitydex/motordrive.shtml""><b>Motor Drive</b></a>: The Pokémon takes no damage from Electric-type attacks and Speed raises by one level. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/sapsipper.shtml""><b>Sap Sipper</b></a>: Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks. </td>"
524,Roggenrola,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm </td>"
525,Boldore,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/weakarmor.shtml""><b>Weak Armor</b></a>: When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm </td>"
526,Gigalith,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/sandstream.shtml""><b>Sand Stream</b></a>: Sandstorm blows when the Pokémon enters battle. As of X &amp; Y, this lasts 5 turns. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm </td>"
527,Woobat,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/unaware.shtml""><b>Unaware</b></a>: Foe’s stat modifications are ignored. <br>
<a href=""/abilitydex/klutz.shtml""><b>Klutz</b></a>: The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/simple.shtml""><b>Simple</b></a>: The effectiveness of all stat modifications is doubled. </td>"
528,Swoobat,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/unaware.shtml""><b>Unaware</b></a>: Foe’s stat modifications are ignored. <br>
<a href=""/abilitydex/klutz.shtml""><b>Klutz</b></a>: The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/simple.shtml""><b>Simple</b></a>: The effectiveness of all stat modifications is doubled. </td>"
529,Drilbur,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sandrush.shtml""><b>Sand Rush</b></a>: Speed is doubled within a sandstorm <br>
<a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle </td>"
530,Excadrill,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sandrush.shtml""><b>Sand Rush</b></a>: Speed is doubled within a sandstorm <br>
<a href=""/abilitydex/sandforce.shtml""><b>Sand Force</b></a>: Ground-type, Rock-type &amp; Steel-type moves have their power increased by 33% in a Sandstorm <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle </td>"
531,Audino,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/healer.shtml""><b>Healer</b></a>: At the end of the turn, there is a 30% chance of either Ally being healed from a status condition <br>
<a href=""/abilitydex/regenerator.shtml""><b>Regenerator</b></a>: When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/klutz.shtml""><b>Klutz</b></a>: The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace. </td>"
532,Timburr,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. </td>"
533,Gurdurr,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. </td>"
534,Conkeldurr,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/sheerforce.shtml""><b>Sheer Force</b></a>: Moves with a secondary effect are increased in power by 30% but lose their secondary effect <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/ironfist.shtml""><b>Iron Fist</b></a>: The power of punching moves is increased by 20%. </td>"
535,Tympole,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<a href=""/abilitydex/hydration.shtml""><b>Hydration</b></a>: All status problems: Burn, Paralysis, Sleep, Frozen and Poison, are healed when raining. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. </td>"
536,Palpitoad,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<a href=""/abilitydex/hydration.shtml""><b>Hydration</b></a>: All status problems: Burn, Paralysis, Sleep, Frozen and Poison, are healed when raining. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. </td>"
537,Seismitoad,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swiftswim.shtml""><b>Swift Swim</b></a>: When rainy, The Pokémon’s Speed doubles.  <br>
<a href=""/abilitydex/poisontouch.shtml""><b>Poison Touch</b></a>: When the Pokémon attacks its opponents with a move that causes Physical Contact, there is a 30% chance that the target is Poisoned. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/waterabsorb.shtml""><b>Water Absorb</b></a>: The Pokémon heals up to 1/4 of its maximum Hit Points when hit with Water-type moves. </td>"
538,Throh,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/guts.shtml""><b>Guts</b></a>: Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied. <br>
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle </td>"
539,Sawk,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/sturdy.shtml""><b>Sturdy</b></a>: The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves. <br>
<a href=""/abilitydex/innerfocus.shtml""><b>Inner Focus</b></a>: This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a>: The Pokémon's moves are not affected by foe’s abilities during battle </td>"
540,Sewaddle,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  </td>"
541,Swadloon,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. <br>
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  </td>"
542,Leavanny,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. However, Speed will not double on the turn weather becomes Strong Sunlight. <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/overcoat.shtml""><b>Overcoat</b></a>: Protects Pokémon from Weather Effects and <a href=""/games/powder.shtml""><u>Powder moves</u></a> such as Sleep Powder, Poison Powder etc.  </td>"
543,Venipede,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/speedboost.shtml""><b>Speed Boost</b></a>: Speed increases by one stage at the end of each turn. </td>"
544,Whirlipede,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/speedboost.shtml""><b>Speed Boost</b></a>: Speed increases by one stage at the end of each turn. </td>"
545,Scolipede,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/poisonpoint.shtml""><b>Poison Point</b></a>: The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon. <br>
<a href=""/abilitydex/swarm.shtml""><b>Swarm</b></a>: When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/speedboost.shtml""><b>Speed Boost</b></a>: Speed increases by one stage at the end of each turn. </td>"
546,Cottonee,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. <br>
<a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. </td>"
547,Whimsicott,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/prankster.shtml""><b>Prankster</b></a>: Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail. <br>
<a href=""/abilitydex/infiltrator.shtml""><b>Infiltrator</b></a>: The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored. <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. </td>"
548,Petilil,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. <br>
<a href=""/abilitydex/owntempo.shtml""><b>Own Tempo</b></a>: The Pokémon cannot be Confused while having this ability. Blocks Intimidate <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. </td>"
549,Lilligant,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/chlorophyll.shtml""><b>Chlorophyll</b></a>: When sunny, the Pokémon’s Speed doubles. <br>
<a href=""/abilitydex/owntempo.shtml""><b>Own Tempo</b></a>: The Pokémon cannot be Confused while having this ability. Blocks Intimidate <br>
<b>Hidden Ability</b> <i>(Available through transfer)</i>: <br><a href=""/abilitydex/leafguard.shtml""><b>Leaf Guard</b></a>: Prevents the Pokémon from being afflicted by status conditions during strong sunlight. </td>"
550,Basculin,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/reckless.shtml""><b>Reckless</b></a> <i>(Red Striped Form)</i>: The power of moves that have recoil damage is increased by 20%. <br><a href=""/abilitydex/rockhead.shtml""><b>Rock Head</b></a> <i>(Blue-Striped Form)</i>: Does not receive recoil damage from recoil-causing damages. <br>
<a href=""/abilitydex/adaptability.shtml""><b>Adaptability</b></a> <i>(Both Forms)</i>: Increases the Same Type Attack Bonus from *1.5 to *2. <br>
<b>Hidden Ability</b>:<br><a href=""/abilitydex/moldbreaker.shtml""><b>Mold Breaker</b></a> <i>(Both Forms)</i>: The Pokémon's moves are not affected by foe’s abilities during battle </td>"
551,Sandile,"<td align=""left"" colspan=""5"" class=""fooinfo"">
<a href=""/abilitydex/intimidate.shtml""><b>Intimidate</b></a>: Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.  <br>
<a href=""/abilitydex/moxie.shtml""><b>Moxie</b></a>: Attack is raised by one stage when the Pokémon knocks out another Pokémon <br>
<b>Hidden Ability</b> <i>(Available)</i>: <br><a href=""/abilitydex/angerpoint.shtml""><b>Anger Point</b></a>: Increases Attack to maximum level upon taking a critical hit. </td>"
