web-scraper-order,web-scraper-start-url,DexNum,name,form,eggMoveName,eggMoveForm
"1598636321-2575","https://www.serebii.net/pokedex-sm/598.shtml","598","Worry Seed","","",""
"1598636427-3045","https://www.serebii.net/pokedex-sm/560.shtml","560","Iron Defense","","",""
"1598635773-90","https://www.serebii.net/pokedex-sm/802.shtml","802","Focus Punch","","",""
"1598636321-2574","https://www.serebii.net/pokedex-sm/598.shtml","598","Giga Drain","","",""
"1598636954-5574","https://www.serebii.net/pokedex-sm/361.shtml","361","Snore","","",""
"1598636374-2751","https://www.serebii.net/pokedex-sm/579.shtml","579","Role Play","","",""
"1598636385-2831","https://www.serebii.net/pokedex-sm/575.shtml","575","Heal Bell","","",""
"1598636247-2271","https://www.serebii.net/pokedex-sm/624.shtml","624","Knock Off","","",""
"1598636882-5193","https://www.serebii.net/pokedex-sm/388.shtml","388","Earth Power","","",""
"1598637283-7070","https://www.serebii.net/pokedex-sm/238.shtml","238","Skill Swap","","",""
"1598636712-4463","https://www.serebii.net/pokedex-sm/453.shtml","453","Thunder Punch","","",""
"1598637283-7055","https://www.serebii.net/pokedex-sm/238.shtml","238","Signal Beam","","",""
"1598636623-3953","https://www.serebii.net/pokedex-sm/487.shtml","487","Earth Power","Altered Forme","",""
"1598637855-10271","https://www.serebii.net/pokedex-sm/058.shtml","58","Iron Tail","","",""
"1598636164-1808","https://www.serebii.net/pokedex-sm/656.shtml","656","Water Pulse","","",""
"1598637980-11345","https://www.serebii.net/pokedex-sm/025.shtml","25","Signal Beam","","",""
"1598637601-8529","https://www.serebii.net/pokedex-sm/127.shtml","127","","","Superpower",""
"1598637746-9540","https://www.serebii.net/pokedex-sm/087.shtml","87","Iron Tail","","",""
"1598637873-10419","https://www.serebii.net/pokedex-sm/053.shtml","53","Uproar","Alola Form","",""
"1598637587-8483","https://www.serebii.net/pokedex-sm/131.shtml","131","","","Avalanche",""
"1598638048-11740","https://www.serebii.net/pokedex-sm/005.shtml","5","","","Beat Up",""
"1598635818-343","https://www.serebii.net/pokedex-sm/783.shtml","783","Iron Head","","",""
"1598638015-11595","https://www.serebii.net/pokedex-sm/015.shtml","15","Drill Run","","",""
"1598637964-11197","https://www.serebii.net/pokedex-sm/029.shtml","29","","","Beat Up",""
"1598636439-3110","https://www.serebii.net/pokedex-sm/555.shtml","555","Snatch","","",""
"1598636298-2486","https://www.serebii.net/pokedex-sm/605.shtml","605","Role Play","","",""
"1598636164-1810","https://www.serebii.net/pokedex-sm/656.shtml","656","Snatch","","",""
"1598637519-8092","https://www.serebii.net/pokedex-sm/150.shtml","150","Snore","","",""
"1598637920-10820","https://www.serebii.net/pokedex-sm/040.shtml","40","","","Captivate",""
"1598636674-4277","https://www.serebii.net/pokedex-sm/468.shtml","468","Shock Wave","","",""
"1598637527-8141","https://www.serebii.net/pokedex-sm/148.shtml","148","Shock Wave","","",""
"1598637761-9623","https://www.serebii.net/pokedex-sm/083.shtml","83","Sky Attack","","",""
"1598636049-1303","https://www.serebii.net/pokedex-sm/702.shtml","702","Signal Beam","","",""
"1598636374-2754","https://www.serebii.net/pokedex-sm/579.shtml","579","Focus Punch","","",""
"1598637104-6262","https://www.serebii.net/pokedex-sm/304.shtml","304","Iron Head","","",""
"1598635997-1069","https://www.serebii.net/pokedex-sm/721.shtml","721","Earth Power","","",""
"1598636453-3160","https://www.serebii.net/pokedex-sm/550.shtml","550","Bounce","","",""
"1598636473-3238","https://www.serebii.net/pokedex-sm/542.shtml","542","Knock Off","","",""
"1598635789-207","https://www.serebii.net/pokedex-sm/795.shtml","795","Bounce","","",""
"1598637899-10669","https://www.serebii.net/pokedex-sm/046.shtml","46","","","Pursuit",""
"1598636659-4198","https://www.serebii.net/pokedex-sm/474.shtml","474","Electroweb","","",""
"1598637811-9987","https://www.serebii.net/pokedex-sm/069.shtml","69","","","Tickle",""
"1598637618-8625","https://www.serebii.net/pokedex-sm/122.shtml","122","Covet","","",""
"1598636049-1309","https://www.serebii.net/pokedex-sm/702.shtml","702","Snore","","",""
"1598637869-10385","https://www.serebii.net/pokedex-sm/054.shtml","54","Ice Punch","","",""
"1598637054-6056","https://www.serebii.net/pokedex-sm/323.shtml","323","Stealth Rock","","",""
"1598637794-9854","https://www.serebii.net/pokedex-sm/074.shtml","74","Block","Alola Form","",""
"1598637246-6872","https://www.serebii.net/pokedex-sm/251.shtml","251","Snore","","",""
"1598636635-4026","https://www.serebii.net/pokedex-sm/483.shtml","483","Hyper Voice","","",""
"1598635952-917","https://www.serebii.net/pokedex-sm/738.shtml","738","Shock Wave","","",""
"1598637739-9488","https://www.serebii.net/pokedex-sm/089.shtml","89","","","Pursuit","Alola Form"
"1598637644-8774","https://www.serebii.net/pokedex-sm/115.shtml","115","Drain Punch","","",""
"1598637997-11483","https://www.serebii.net/pokedex-sm/020.shtml","20","","","Screech","Normal"
"1598637976-11298","https://www.serebii.net/pokedex-sm/026.shtml","26","Covet","Raichu","",""
"1598636437-3096","https://www.serebii.net/pokedex-sm/556.shtml","556","Drain Punch","","",""
"1598637920-10790","https://www.serebii.net/pokedex-sm/040.shtml","40","Last Resort","","",""
"1598636120-1649","https://www.serebii.net/pokedex-sm/674.shtml","674","Snore","","",""
"1598637430-7650","https://www.serebii.net/pokedex-sm/183.shtml","183","Icy Wind","","",""
"1598636312-2539","https://www.serebii.net/pokedex-sm/601.shtml","601","Shock Wave","","",""
"1598635773-91","https://www.serebii.net/pokedex-sm/802.shtml","802","Endeavor","","",""
"1598637003-5808","https://www.serebii.net/pokedex-sm/342.shtml","342","Water Pulse","","",""
"1598636174-1861","https://www.serebii.net/pokedex-sm/652.shtml","652","Dual Chop","","",""
"1598637722-9320","https://www.serebii.net/pokedex-sm/094.shtml","94","Role Play","","",""
"1598637663-8934","https://www.serebii.net/pokedex-sm/110.shtml","110","","","Stockpile",""
"1598636617-3932","https://www.serebii.net/pokedex-sm/489.shtml","489","Snore","","",""
"1598637401-7538","https://www.serebii.net/pokedex-sm/194.shtml","194","After You","","",""
"1598637622-8674","https://www.serebii.net/pokedex-sm/121.shtml","121","Ally Switch","","",""
"1598637544-8199","https://www.serebii.net/pokedex-sm/143.shtml","143","Seed Bomb","","",""
"1598636065-1393","https://www.serebii.net/pokedex-sm/696.shtml","696","Snore","","",""
"1598636564-3681","https://www.serebii.net/pokedex-sm/508.shtml","508","Stomping Tantrum","","",""
"1598637411-7578","https://www.serebii.net/pokedex-sm/190.shtml","190","Iron Tail","","",""
"1598637035-5955","https://www.serebii.net/pokedex-sm/330.shtml","330","Tailwind","","",""
"1598637797-9906","https://www.serebii.net/pokedex-sm/073.shtml","73","","","Tickle",""
"1598637165-6536","https://www.serebii.net/pokedex-sm/282.shtml","282","Snatch","","",""
"1598636200-2078","https://www.serebii.net/pokedex-sm/642.shtml","642","Defog","Incarnate Forme","",""
"1598636511-3447","https://www.serebii.net/pokedex-sm/527.shtml","527","Skill Swap","","",""
"1598636882-5199","https://www.serebii.net/pokedex-sm/388.shtml","388","Worry Seed","","",""
"1598635830-402","https://www.serebii.net/pokedex-sm/779.shtml","779","Magic Room","","",""
"1598636674-4265","https://www.serebii.net/pokedex-sm/468.shtml","468","Signal Beam","","",""
"1598637873-10463","https://www.serebii.net/pokedex-sm/053.shtml","53","","","Iron Tail","Normal"
"1598637523-8118","https://www.serebii.net/pokedex-sm/149.shtml","149","Tailwind","","",""
"1598637044-5993","https://www.serebii.net/pokedex-sm/327.shtml","327","Focus Punch","","",""
"1598636858-5101","https://www.serebii.net/pokedex-sm/397.shtml","397","Tailwind","","",""
"1598636032-1233","https://www.serebii.net/pokedex-sm/709.shtml","709","Worry Seed","","",""
"1598637558-8299","https://www.serebii.net/pokedex-sm/139.shtml","139","Icy Wind","","",""
"1598637725-9374","https://www.serebii.net/pokedex-sm/093.shtml","93","","","Smog",""
"1598637117-6352","https://www.serebii.net/pokedex-sm/299.shtml","299","Stealth Rock","","",""
"1598636429-3058","https://www.serebii.net/pokedex-sm/559.shtml","559","Dual Chop","","",""
"1598637293-7098","https://www.serebii.net/pokedex-sm/234.shtml","234","Skill Swap","","",""
"1598637561-8319","https://www.serebii.net/pokedex-sm/138.shtml","138","Earth Power","","",""
"1598637682-9038","https://www.serebii.net/pokedex-sm/105.shtml","105","Fire Punch","Alola Form","",""
"1598637786-9783","https://www.serebii.net/pokedex-sm/076.shtml","76","Shock Wave","Alola Form","",""
"1598637455-7778","https://www.serebii.net/pokedex-sm/174.shtml","174","Pain Split","","",""
"1598636305-2526","https://www.serebii.net/pokedex-sm/603.shtml","603","Giga Drain","","",""
"1598637117-6346","https://www.serebii.net/pokedex-sm/299.shtml","299","Gravity","","",""
"1598637931-10932","https://www.serebii.net/pokedex-sm/037.shtml","37","Aqua Tail","Alola Form","",""
"1598637817-9999","https://www.serebii.net/pokedex-sm/068.shtml","68","Thunder Punch","","",""
"1598637065-6083","https://www.serebii.net/pokedex-sm/319.shtml","319","Zen Headbutt","","",""
"1598637873-10418","https://www.serebii.net/pokedex-sm/053.shtml","53","Uproar","Persian","",""
"1598636184-1953","https://www.serebii.net/pokedex-sm/648.shtml","648","Role Play","","",""
"1598637704-9203","https://www.serebii.net/pokedex-sm/099.shtml","99","","","Endure",""
"1598637801-9912","https://www.serebii.net/pokedex-sm/072.shtml","72","Giga Drain","","",""
"1598636944-5548","https://www.serebii.net/pokedex-sm/365.shtml","365","Stomping Tantrum","","",""
"1598636501-3390","https://www.serebii.net/pokedex-sm/531.shtml","531","Helping Hand","","",""
"1598636255-2321","https://www.serebii.net/pokedex-sm/621.shtml","621","Aqua Tail","","",""
"1598635981-1023","https://www.serebii.net/pokedex-sm/727.shtml","727","Heat Wave","","",""
"1598636539-3542","https://www.serebii.net/pokedex-sm/516.shtml","516","Low Kick","","",""
"1598636012-1154","https://www.serebii.net/pokedex-sm/716.shtml","716","Outrage","","",""
"1598637202-6693","https://www.serebii.net/pokedex-sm/268.shtml","268","Iron Defense","","",""
"1598638031-11622","https://www.serebii.net/pokedex-sm/010.shtml","10","Electroweb","","",""
"1598637306-7154","https://www.serebii.net/pokedex-sm/229.shtml","229","Uproar","","",""
"1598637604-8542","https://www.serebii.net/pokedex-sm/126.shtml","126","","","Barrier",""
"1598636646-4107","https://www.serebii.net/pokedex-sm/479.shtml","479","Electroweb","","",""
"1598637811-9993","https://www.serebii.net/pokedex-sm/069.shtml","69","","","Power Whip",""
"1598636167-1812","https://www.serebii.net/pokedex-sm/655.shtml","655","Signal Beam","","",""
"1598636972-5659","https://www.serebii.net/pokedex-sm/354.shtml","354","Role Play","","",""
"1598637246-6867","https://www.serebii.net/pokedex-sm/251.shtml","251","Uproar","","",""
"1598637430-7654","https://www.serebii.net/pokedex-sm/183.shtml","183","Snore","","",""
"1598637273-7020","https://www.serebii.net/pokedex-sm/241.shtml","241","Iron Tail","","",""
"1598637204-6698","https://www.serebii.net/pokedex-sm/267.shtml","267","Snore","","",""
"1598637254-6930","https://www.serebii.net/pokedex-sm/248.shtml","248","Foul Play","","",""
"1598637659-8914","https://www.serebii.net/pokedex-sm/111.shtml","111","","","Thunder Fang",""
"1598636037-1252","https://www.serebii.net/pokedex-sm/707.shtml","707","Covet","","",""
"1598638051-11758","https://www.serebii.net/pokedex-sm/004.shtml","4","","","Ancient Power",""
"1598637479-7869","https://www.serebii.net/pokedex-sm/165.shtml","165","Thunder Punch","","",""
"1598636388-2856","https://www.serebii.net/pokedex-sm/574.shtml","574","Snatch","","",""
"1598637060-6065","https://www.serebii.net/pokedex-sm/321.shtml","321","Bounce","","",""
"1598637580-8446","https://www.serebii.net/pokedex-sm/133.shtml","133","","","Tickle",""
"1598635939-876","https://www.serebii.net/pokedex-sm/742.shtml","742","Telekinesis","","",""
"1598636901-5383","https://www.serebii.net/pokedex-sm/381.shtml","381","Helping Hand","","",""
"1598637801-9922","https://www.serebii.net/pokedex-sm/072.shtml","72","","","Bubble",""
"1598637608-8557","https://www.serebii.net/pokedex-sm/125.shtml","125","Low Kick","","",""
"1598636485-3312","https://www.serebii.net/pokedex-sm/537.shtml","537","Stomping Tantrum","","",""
"1598636427-3044","https://www.serebii.net/pokedex-sm/560.shtml","560","Foul Play","","",""
"1598637530-8173","https://www.serebii.net/pokedex-sm/147.shtml","147","","","Dragon Pulse",""
"1598636747-4614","https://www.serebii.net/pokedex-sm/440.shtml","440","Recycle","","",""
"1598637277-7034","https://www.serebii.net/pokedex-sm/240.shtml","240","Fire Punch","","",""
"1598637794-9870","https://www.serebii.net/pokedex-sm/074.shtml","74","","","Block","Normal"
"1598637693-9163","https://www.serebii.net/pokedex-sm/102.shtml","102","","","Curse",""
"1598636475-3253","https://www.serebii.net/pokedex-sm/541.shtml","541","Synthesis","","",""
"1598635986-1040","https://www.serebii.net/pokedex-sm/725.shtml","725","Endeavor","","",""
"1598637750-9581","https://www.serebii.net/pokedex-sm/086.shtml","86","","","Iron Tail",""
"1598637006-5814","https://www.serebii.net/pokedex-sm/341.shtml","341","Icy Wind","","",""
"1598637655-8883","https://www.serebii.net/pokedex-sm/112.shtml","112","","","Fire Fang",""
"1598637463-7817","https://www.serebii.net/pokedex-sm/171.shtml","171","Icy Wind","","",""
"1598636040-1266","https://www.serebii.net/pokedex-sm/706.shtml","706","Dragon Pulse","","",""
"1598637433-7660","https://www.serebii.net/pokedex-sm/182.shtml","182","Uproar","","",""
"1598636561-3668","https://www.serebii.net/pokedex-sm/509.shtml","509","Spite","","",""
"1598636637-4049","https://www.serebii.net/pokedex-sm/482.shtml","482","Magic Room","","",""
"1598637604-8545","https://www.serebii.net/pokedex-sm/126.shtml","126","","","Thunder Punch",""
"1598635898-698","https://www.serebii.net/pokedex-sm/754.shtml","754","Synthesis","","",""
"1598637523-8121","https://www.serebii.net/pokedex-sm/149.shtml","149","Water Pulse","","",""
"1598636806-4902","https://www.serebii.net/pokedex-sm/417.shtml","417","Shock Wave","","",""
"1598637390-7491","https://www.serebii.net/pokedex-sm/198.shtml","198","Defog","","",""
"1598636541-3560","https://www.serebii.net/pokedex-sm/515.shtml","515","Covet","","",""
"1598636986-5729","https://www.serebii.net/pokedex-sm/349.shtml","349","Dragon Pulse","","",""
"1598636882-5197","https://www.serebii.net/pokedex-sm/388.shtml","388","Synthesis","","",""
"1598636528-3501","https://www.serebii.net/pokedex-sm/520.shtml","520","Sky Attack","","",""
"1598637862-10347","https://www.serebii.net/pokedex-sm/056.shtml","56","","","Close Combat",""
"1598637997-11478","https://www.serebii.net/pokedex-sm/020.shtml","20","Stomping Tantrum","Alola Form","",""
"1598636032-1236","https://www.serebii.net/pokedex-sm/709.shtml","709","Skill Swap","","",""
"1598637761-9619","https://www.serebii.net/pokedex-sm/083.shtml","83","Snore","","",""
"1598636887-5292","https://www.serebii.net/pokedex-sm/386.shtml","386","Telekinesis","Normal Forme","",""
"1598636396-2890","https://www.serebii.net/pokedex-sm/571.shtml","571","Uproar","","",""
"1598637133-6421","https://www.serebii.net/pokedex-sm/293.shtml","293","Snore","","",""
"1598636712-4460","https://www.serebii.net/pokedex-sm/453.shtml","453","Bounce","","",""
"1598637436-7671","https://www.serebii.net/pokedex-sm/181.shtml","181","Fire Punch","","",""
"1598637674-8999","https://www.serebii.net/pokedex-sm/107.shtml","107","","","Mind Reader",""
"1598637931-10958","https://www.serebii.net/pokedex-sm/037.shtml","37","","","Agility","Alola Form"
"1598637136-6427","https://www.serebii.net/pokedex-sm/292.shtml","292","Giga Drain","","",""
"1598636928-5501","https://www.serebii.net/pokedex-sm/371.shtml","371","Zen Headbutt","","",""
"1598636632-4011","https://www.serebii.net/pokedex-sm/484.shtml","484","Dragon Pulse","","",""
"1598636729-4523","https://www.serebii.net/pokedex-sm/447.shtml","447","Iron Defense","","",""
"1598637233-6817","https://www.serebii.net/pokedex-sm/256.shtml","256","Focus Punch","","",""
"1598637447-7719","https://www.serebii.net/pokedex-sm/177.shtml","177","Signal Beam","","",""
"1598635783-181","https://www.serebii.net/pokedex-sm/798.shtml","798","Defog","","",""
"1598636245-2257","https://www.serebii.net/pokedex-sm/625.shtml","625","Knock Off","","",""
"1598636117-1614","https://www.serebii.net/pokedex-sm/675.shtml","675","Uproar","","",""
"1598637058-6058","https://www.serebii.net/pokedex-sm/322.shtml","322","Iron Head","","",""
"1598637990-11436","https://www.serebii.net/pokedex-sm/022.shtml","22","","","Feather Dance",""
"1598636623-3955","https://www.serebii.net/pokedex-sm/487.shtml","487","Gravity","Altered Forme","",""
"1598636697-4405","https://www.serebii.net/pokedex-sm/459.shtml","459","Worry Seed","","",""
"1598637133-6414","https://www.serebii.net/pokedex-sm/293.shtml","293","Uproar","","",""
"1598636879-5184","https://www.serebii.net/pokedex-sm/389.shtml","389","Iron Tail","","",""
"1598636327-2593","https://www.serebii.net/pokedex-sm/596.shtml","596","Electroweb","","",""
"1598636501-3371","https://www.serebii.net/pokedex-sm/531.shtml","531","Uproar","","",""
"1598637980-11360","https://www.serebii.net/pokedex-sm/025.shtml","25","","","Double Slap",""
"1598636174-1872","https://www.serebii.net/pokedex-sm/652.shtml","652","Synthesis","","",""
"1598636404-2925","https://www.serebii.net/pokedex-sm/568.shtml","568","Spite","","",""
"1598637644-8767","https://www.serebii.net/pokedex-sm/115.shtml","115","Thunder Punch","","",""
"1598637707-9222","https://www.serebii.net/pokedex-sm/098.shtml","98","","","Agility",""
"1598637682-9052","https://www.serebii.net/pokedex-sm/105.shtml","105","Focus Punch","Alola Form","",""
"1598635787-198","https://www.serebii.net/pokedex-sm/796.shtml","796","Gravity","","",""
"1598636465-3212","https://www.serebii.net/pokedex-sm/545.shtml","545","Iron Defense","","",""
"1598635884-647","https://www.serebii.net/pokedex-sm/759.shtml","759","Stomping Tantrum","","",""
"1598637516-8069","https://www.serebii.net/pokedex-sm/151.shtml","151","Recycle","","",""
"1598637956-11142","https://www.serebii.net/pokedex-sm/031.shtml","31","Focus Punch","","",""
"1598637693-9169","https://www.serebii.net/pokedex-sm/102.shtml","102","","","Skill Swap",""
"1598636324-2587","https://www.serebii.net/pokedex-sm/597.shtml","597","Endeavor","","",""
"1598637746-9552","https://www.serebii.net/pokedex-sm/087.shtml","87","","","Signal Beam",""
"1598636632-4012","https://www.serebii.net/pokedex-sm/484.shtml","484","Hyper Voice","","",""
"1598637088-6182","https://www.serebii.net/pokedex-sm/310.shtml","310","Laser Focus","","",""
"1598637393-7504","https://www.serebii.net/pokedex-sm/197.shtml","197","Laser Focus","","",""
"1598637309-7174","https://www.serebii.net/pokedex-sm/228.shtml","228","Snatch","","",""
"1598636213-2136","https://www.serebii.net/pokedex-sm/637.shtml","637","Magnet Rise","","",""
"1598637551-8270","https://www.serebii.net/pokedex-sm/141.shtml","141","","","Confuse Ray",""
"1598636052-1319","https://www.serebii.net/pokedex-sm/701.shtml","701","Fire Punch","","",""
"1598636287-2438","https://www.serebii.net/pokedex-sm/609.shtml","609","Snore","","",""
"1598638035-11634","https://www.serebii.net/pokedex-sm/009.shtml","9","Water Pulse","","",""
"1598637663-8921","https://www.serebii.net/pokedex-sm/110.shtml","110","Uproar","","",""
"1598637651-8828","https://www.serebii.net/pokedex-sm/113.shtml","113","Snore","","",""
"1598636544-3580","https://www.serebii.net/pokedex-sm/514.shtml","514","Uproar","","",""
"1598636120-1651","https://www.serebii.net/pokedex-sm/674.shtml","674","Drain Punch","","",""
"1598637417-7600","https://www.serebii.net/pokedex-sm/188.shtml","188","Helping Hand","","",""
"1598637878-10489","https://www.serebii.net/pokedex-sm/052.shtml","52","Knock Off","Meowth","",""
"1598636070-1411","https://www.serebii.net/pokedex-sm/694.shtml","694","Electroweb","","",""
"1598636117-1618","https://www.serebii.net/pokedex-sm/675.shtml","675","Block","","",""
"1598635771-75","https://www.serebii.net/pokedex-sm/803.shtml","803","Snatch","","",""
"1598636946-5551","https://www.serebii.net/pokedex-sm/364.shtml","364","Icy Wind","","",""
"1598636915-5458","https://www.serebii.net/pokedex-sm/376.shtml","376","Icy Wind","","",""
"1598636167-1820","https://www.serebii.net/pokedex-sm/655.shtml","655","Snore","","",""
"1598637845-10225","https://www.serebii.net/pokedex-sm/061.shtml","61","","","Endeavor",""
"1598637298-7122","https://www.serebii.net/pokedex-sm/232.shtml","232","Earth Power","","",""
"1598637878-10511","https://www.serebii.net/pokedex-sm/052.shtml","52","","","Odor Sleuth","Normal"
"1598636263-2354","https://www.serebii.net/pokedex-sm/618.shtml","618","Earth Power","","",""
"1598635771-73","https://www.serebii.net/pokedex-sm/803.shtml","803","Gastro Acid","","",""
"1598637301-7139","https://www.serebii.net/pokedex-sm/231.shtml","231","Iron Tail","","",""
"1598636429-3070","https://www.serebii.net/pokedex-sm/559.shtml","559","Knock Off","","",""
"1598636221-2175","https://www.serebii.net/pokedex-sm/634.shtml","634","Shock Wave","","",""
"1598635775-106","https://www.serebii.net/pokedex-sm/801.shtml","801","After You","","",""
"1598636609-3894","https://www.serebii.net/pokedex-sm/492.shtml","492","Worry Seed","Land Forme","",""
"1598636218-2166","https://www.serebii.net/pokedex-sm/635.shtml","635","Throat Chop","","",""
"1598638045-11721","https://www.serebii.net/pokedex-sm/006.shtml","6","","","Crunch",""
"1598637927-10886","https://www.serebii.net/pokedex-sm/038.shtml","38","","","Feint Attack","Normal"
"1598637406-7547","https://www.serebii.net/pokedex-sm/192.shtml","192","Seed Bomb","","",""
"1598636742-4591","https://www.serebii.net/pokedex-sm/442.shtml","442","Ally Switch","","",""
"1598637945-11087","https://www.serebii.net/pokedex-sm/033.shtml","33","Drill Run","","",""
"1598636876-5172","https://www.serebii.net/pokedex-sm/390.shtml","390","Snore","","",""
"1598637486-7899","https://www.serebii.net/pokedex-sm/162.shtml","162","Super Fang","","",""
"1598637519-8086","https://www.serebii.net/pokedex-sm/150.shtml","150","Foul Play","","",""
"1598636305-2523","https://www.serebii.net/pokedex-sm/603.shtml","603","Bind","","",""
"1598637732-9415","https://www.serebii.net/pokedex-sm/091.shtml","91","","","Rapid Spin",""
"1598636659-4192","https://www.serebii.net/pokedex-sm/474.shtml","474","Uproar","","",""
"1598636250-2295","https://www.serebii.net/pokedex-sm/623.shtml","623","Ally Switch","","",""
"1598636827-4986","https://www.serebii.net/pokedex-sm/409.shtml","409","Uproar","","",""
"1598637513-8008","https://www.serebii.net/pokedex-sm/152.shtml","152","Iron Tail","","",""
"1598637561-8328","https://www.serebii.net/pokedex-sm/138.shtml","138","","","Aurora Beam",""
"1598638041-11697","https://www.serebii.net/pokedex-sm/007.shtml","7","","","Muddy Water",""
"1598637112-6321","https://www.serebii.net/pokedex-sm/301.shtml","301","Snore","","",""
"1598637283-7063","https://www.serebii.net/pokedex-sm/238.shtml","238","Heal Bell","","",""
"1598636242-2243","https://www.serebii.net/pokedex-sm/626.shtml","626","Uproar","","",""
"1598637640-8756","https://www.serebii.net/pokedex-sm/116.shtml","116","","","Dragon Rage",""
"1598635816-327","https://www.serebii.net/pokedex-sm/784.shtml","784","Superpower","","",""
"1598637693-9155","https://www.serebii.net/pokedex-sm/102.shtml","102","Giga Drain","","",""
"1598636004-1125","https://www.serebii.net/pokedex-sm/718.shtml","718","Zen Headbutt","","",""
"1598637956-11152","https://www.serebii.net/pokedex-sm/031.shtml","31","","","Take Down",""
"1598636419-2992","https://www.serebii.net/pokedex-sm/563.shtml","563","Snore","","",""
"1598636978-5707","https://www.serebii.net/pokedex-sm/352.shtml","352","Recycle","","",""
"1598636070-1412","https://www.serebii.net/pokedex-sm/694.shtml","694","Iron Tail","","",""
"1598637523-8122","https://www.serebii.net/pokedex-sm/149.shtml","149","Outrage","","",""
"1598637516-8068","https://www.serebii.net/pokedex-sm/151.shtml","151","Outrage","","",""
"1598636656-4187","https://www.serebii.net/pokedex-sm/475.shtml","475","Telekinesis","","",""
"1598636109-1567","https://www.serebii.net/pokedex-sm/678.shtml","678","Iron Tail","","",""
"1598636643-4087","https://www.serebii.net/pokedex-sm/480.shtml","480","Snore","","",""
"1598636546-3605","https://www.serebii.net/pokedex-sm/513.shtml","513","Gastro Acid","","",""
"1598638035-11627","https://www.serebii.net/pokedex-sm/009.shtml","9","Icy Wind","","",""
"1598637920-10793","https://www.serebii.net/pokedex-sm/040.shtml","40","Snore","","",""
"1598637497-7963","https://www.serebii.net/pokedex-sm/158.shtml","158","Superpower","","",""
"1598636606-3859","https://www.serebii.net/pokedex-sm/493.shtml","493","Icy Wind","","",""
"1598636996-5769","https://www.serebii.net/pokedex-sm/345.shtml","345","Synthesis","","",""
"1598636282-2423","https://www.serebii.net/pokedex-sm/611.shtml","611","Iron Tail","","",""
"1598637046-6024","https://www.serebii.net/pokedex-sm/326.shtml","326","Laser Focus","","",""
"1598636620-3948","https://www.serebii.net/pokedex-sm/488.shtml","488","Skill Swap","","",""
"1598636811-4914","https://www.serebii.net/pokedex-sm/415.shtml","415","Tailwind","","",""
"1598636109-1564","https://www.serebii.net/pokedex-sm/678.shtml","678","Magic Coat","","",""
"1598638041-11699","https://www.serebii.net/pokedex-sm/007.shtml","7","","","Aqua Ring",""
"1598635929-816","https://www.serebii.net/pokedex-sm/745.shtml","745","Snore","Midnight Form","",""
"1598636032-1224","https://www.serebii.net/pokedex-sm/709.shtml","709","Seed Bomb","","",""
"1598637548-8248","https://www.serebii.net/pokedex-sm/142.shtml","142","","","Curse",""
"1598637576-8433","https://www.serebii.net/pokedex-sm/134.shtml","134","","","Captivate",""
"1598636904-5399","https://www.serebii.net/pokedex-sm/380.shtml","380","Tailwind","","",""
"1598637572-8385","https://www.serebii.net/pokedex-sm/135.shtml","135","Magnet Rise","","",""
"1598636969-5646","https://www.serebii.net/pokedex-sm/355.shtml","355","Spite","","",""
"1598637845-10219","https://www.serebii.net/pokedex-sm/061.shtml","61","","","Haze",""
"1598636130-1697","https://www.serebii.net/pokedex-sm/670.shtml","670","Endeavor","","",""
"1598636887-5227","https://www.serebii.net/pokedex-sm/386.shtml","386","Magic Coat","Speed Forme","",""
"1598638048-11730","https://www.serebii.net/pokedex-sm/005.shtml","5","Fire Punch","","",""
"1598637458-7803","https://www.serebii.net/pokedex-sm/173.shtml","173","Recycle","","",""
"1598637028-5911","https://www.serebii.net/pokedex-sm/333.shtml","333","Heat Wave","","",""
"1598637972-11255","https://www.serebii.net/pokedex-sm/027.shtml","27","Super Fang","Alola Form","",""
"1598637489-7926","https://www.serebii.net/pokedex-sm/161.shtml","161","Knock Off","","",""
"1598637671-8960","https://www.serebii.net/pokedex-sm/108.shtml","108","Icy Wind","","",""
"1598637775-9712","https://www.serebii.net/pokedex-sm/079.shtml","79","","","Stomp",""
"1598637834-10143","https://www.serebii.net/pokedex-sm/064.shtml","64","","","Ice Punch",""
"1598637023-5881","https://www.serebii.net/pokedex-sm/335.shtml","335","Thunder Punch","","",""
"1598637393-7492","https://www.serebii.net/pokedex-sm/197.shtml","197","Covet","","",""
"1598638011-11579","https://www.serebii.net/pokedex-sm/016.shtml","16","Uproar","","",""
"1598636167-1831","https://www.serebii.net/pokedex-sm/655.shtml","655","Ally Switch","","",""
"1598637902-10687","https://www.serebii.net/pokedex-sm/045.shtml","45","Worry Seed","","",""
"1598636054-1336","https://www.serebii.net/pokedex-sm/700.shtml","700","Last Resort","","",""
"1598635929-826","https://www.serebii.net/pokedex-sm/745.shtml","745","Stomping Tantrum","Dusk Form","",""
"1598637927-10888","https://www.serebii.net/pokedex-sm/038.shtml","38","","","Hypnosis","Alola Form"
"1598636710-4449","https://www.serebii.net/pokedex-sm/454.shtml","454","Snore","","",""
"1598637827-10065","https://www.serebii.net/pokedex-sm/066.shtml","66","","","Encore",""
"1598636817-4958","https://www.serebii.net/pokedex-sm/413.shtml","413","Iron Head","Trash Cloak","",""
"1598637807-9954","https://www.serebii.net/pokedex-sm/070.shtml","70","Giga Drain","","",""
