web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNums
"1596676261-1467","https://www.serebii.net/abilitydex/lightningrod.shtml","Lightning Rod","The Pokémon draws in all Electric-type moves.  Instead of being hit by Electric-type moves,  it boosts its Sp. Atk.","Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage.","522"
"1596676300-1701","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","539"
"1596676277-1622","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","809"
"1596676261-1477","https://www.serebii.net/abilitydex/lightningrod.shtml","Lightning Rod","The Pokémon draws in all Electric-type moves.  Instead of being hit by Electric-type moves,  it boosts its Sp. Atk.","Electric-type moves are drawn to this Pokémon. Electric-type moves will do no damage and the Pokémon's SP ATK is raised one stage.","311"
"1596676006-226","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","143"
"1596676081-645","https://www.serebii.net/abilitydex/slushrush.shtml","Slush Rush","Boosts the Pokémon's Speed stat in a hailstorm.","Doubles the Pokémon's Speed when Hail is in effect","27"
"1596676488-2443","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","690"
"1596676362-1976","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","826"
"1596676033-440","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","95"
"1596676352-1945","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","143"
"1596676199-1229","https://www.serebii.net/abilitydex/overgrow.shtml","Overgrow","Powers up Grass-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Grass-type moves is increased by 50%.","254"
"1596676350-1917","https://www.serebii.net/abilitydex/gooey.shtml","Gooey","Contact with the Pokémon lowers the attacker's Speed stat.","Lowers the opponent's Speed by one stage when it makes physical contact.","705"
"1596676121-858","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","208"
"1596676396-2106","https://www.serebii.net/abilitydex/drought.shtml","Drought","Turns the sunlight harsh when the Pokémon enters a battle.","Weather changes to Intense Sunshine when the Pokémon enters the battle. As of X & Y, this lasts 5 turns.","38"
"1596676273-1572","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","161"
"1596676446-2277","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","548"
"1596676452-2316","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","498"
"1596676340-1884","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","20"
"1596676167-1068","https://www.serebii.net/abilitydex/pressure.shtml","Pressure","By putting pressure on the opposing Pokémon, it raises their PP usage.","When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.","245"
"1596676181-1143","https://www.serebii.net/abilitydex/poisonheal.shtml","Poison Heal","Restores HP if the Pokémon is poisoned, instead of losing HP.","HP is restored by 1/8th the maximum HP every turn while the Pokémon has the Poison condition.","286"
"1596676197-1205","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","431"
"1596676163-1056","https://www.serebii.net/abilitydex/prismarmor.shtml","Prism Armor","Reduces the power of supereffective attacks taken.","Reduces the power of Super Effective moves used against this Pokémon by 25%","800"
"1596675953-6","https://www.serebii.net/abilitydex/wonderskin.shtml","Wonder Skin","Makes status moves more likely to miss.","Makes non-damaging moves that are targeted at this Pokémon have the accuracy of 50%.","49"
"1596676007-250","https://www.serebii.net/abilitydex/teravolt.shtml","Teravolt","Moves can be used on the target regardless of its Abilities.","null","646"
"1596676326-1841","https://www.serebii.net/abilitydex/hungerswitch.shtml","Hunger Switch","The Pokémon changes its form, alternating between its Full Belly Mode and Hangry Mode after the end of each turn.","null","877"
"1596676123-898","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","10"
"1596676063-560","https://www.serebii.net/abilitydex/stakeout.shtml","Stakeout","Doubles the damage dealt to the target's replacement if the target switches out.","null","828"
"1596676464-2370","https://www.serebii.net/abilitydex/battery.shtml","Battery","Powers up ally Pokémon's special moves.Boosts Ally Pokémon's Special Attack by 30%.","null","737"
"1596676388-2068","https://www.serebii.net/abilitydex/electricsurge.shtml","Electric Surge","Turns the ground into Electric Terrain when the Pokémon enters a battle.","Activates Electric Terrain for 5 turns when the Pokémon enters a battle.","871"
"1596676322-1813","https://www.serebii.net/abilitydex/hydration.shtml","Hydration","Heals status conditions if it's raining.","All status problems: Burn, Paralysis, Sleep, Frozen and Poison, are healed when raining.","368"
"1596675961-38","https://www.serebii.net/abilitydex/weakarmor.shtml","Weak Armor","Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.","When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages.","629"
"1596676300-1719","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","750"
"1596676021-373","https://www.serebii.net/abilitydex/swiftswim.shtml","Swift Swim","Boosts the Pokémon's Speed stat in rain.","When rainy, The Pokémon’s Speed doubles.","614"
"1596676273-1581","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","396"
"1596676324-1824","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","468"
"1596676105-779","https://www.serebii.net/abilitydex/screencleaner.shtml","Screen Cleaner","When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.","null","122"
"1596676362-1987","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","469"
"1596676207-1304","https://www.serebii.net/abilitydex/noguard.shtml","No Guard","The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.","The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100%","622"
"1596676269-1545","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","761"
"1596676480-2418","https://www.serebii.net/abilitydex/analytic.shtml","Analytic","Boosts move power when the Pokémon moves last.","Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn","505"
"1596676480-2416","https://www.serebii.net/abilitydex/analytic.shtml","Analytic","Boosts move power when the Pokémon moves last.","Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn","474"
"1596676135-965","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","79"
"1596675959-16","https://www.serebii.net/abilitydex/whitesmoke.shtml","White Smoke","The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","631"
"1596676197-1211","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","713"
"1596676340-1900","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","538"
"1596676167-1078","https://www.serebii.net/abilitydex/pressure.shtml","Pressure","By putting pressure on the opposing Pokémon, it raises their PP usage.","When this Pokémon is hit by a move, the opponent’s PP lowers by 2 rather than 1.","483"
"1596676308-1746","https://www.serebii.net/abilitydex/immunity.shtml","Immunity","The immune system of the Pokémon prevents it from getting poisoned.","The Pokémon cannot be Poisoned while having this ability.","143"
"1596676340-1896","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","297"
"1596676352-1951","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","819"
"1596676093-679","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","80"
"1596676352-1936","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","840"
"1596676123-888","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","190"
"1596676025-401","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","543"
"1596675999-177","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","142"
"1596676269-1548","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","152"
"1596676179-1137","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","543"
"1596676227-1365","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","675"
"1596676175-1115","https://www.serebii.net/abilitydex/powerconstruct.shtml","Power Construct","Other Cells gather to aid when its HP becomes half or less. Then the Pokémon changes its form to Complete Forme.","null","718"
"1596676420-2143","https://www.serebii.net/abilitydex/dancer.shtml","Dancer","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.","null","741"
"1596676364-1994","https://www.serebii.net/abilitydex/friendguard.shtml","Friend Guard","Reduces damage done to allies.","In Double & Triple battles, the damage that ally Pokémon receive from attacks is reduced by 25%.","664"
"1596676169-1092","https://www.serebii.net/abilitydex/prankster.shtml","Prankster","Gives priority to a status move.","Status category moves have their Speed Priority increased by 1. Moves increased by this that are used on Dark-type opponents will fail.","546"
"1596676267-1520","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","481"
"1596676312-1757","https://www.serebii.net/abilitydex/illuminate.shtml","Illuminate","Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.","null","505"
"1596676269-1544","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","754"
"1596676001-186","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","9"
"1596676452-2310","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","255"
"1596675961-32","https://www.serebii.net/abilitydex/weakarmor.shtml","Weak Armor","Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.","When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages.","227"
"1596676362-1975","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","826"
"1596676324-1833","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","29"
"1596675999-180","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","689"
"1596676189-1186","https://www.serebii.net/abilitydex/pickpocket.shtml","Pickpocket","Steals an item from an attacker that made direct contact.","When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen.","689"
"1596676340-1902","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","136"
"1596676273-1584","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","505"
"1596676362-1962","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","103"
"1596676426-2182","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","592"
"1596676123-896","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","828"
"1596675963-46","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","418"
"1596676275-1612","https://www.serebii.net/abilitydex/justified.shtml","Justified","Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.","Attack is raised by one stage when the Pokémon is hit by a Dark-type move","448"
"1596676135-972","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","465"
"1596676241-1393","https://www.serebii.net/abilitydex/marvelscale.shtml","Marvel Scale","The Pokémon's marvelous scales boost the Defense stat if it has a status condition.","Defense  is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE).","147"
"1596676011-285","https://www.serebii.net/abilitydex/technician.shtml","Technician","Powers up the Pokémon's weaker moves.","Moves with a base power of 60 or less are boosted in power by 50%","235"
"1596676201-1260","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","413"
"1596676095-710","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","534"
"1596676277-1624","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","390"
"1596676203-1293","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","758"
"1596676025-392","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","168"
"1596676298-1683","https://www.serebii.net/abilitydex/insomnia.shtml","Insomnia","The Pokémon is suffering from insomnia and cannot fall asleep.","The Pokémon cannot be put to Sleep while having this ability.","710"
"1596676446-2278","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","549"
"1596676446-2274","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","540"
"1596675999-183","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","745"
"1596676107-792","https://www.serebii.net/abilitydex/scrappy.shtml","Scrappy","The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.","Allows the Pokémon to hit Ghost-type Pokémon with Normal-type and Fighting-type moves. Blocks Intimidate","675"
"1596676111-811","https://www.serebii.net/abilitydex/sapsipper.shtml","Sap Sipper","Boosts the Attack stat if hit by a Grass-type move, instead of taking damage.","Attack is raised by one stage when the Pokémon is hit by a Grass-type move. User receives no damage from Grass-type attacks.","298"
"1596676452-2328","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","815"
"1596676318-1768","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","364"
"1596676368-2003","https://www.serebii.net/abilitydex/forecast.shtml","Forecast","The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.","This Pokémon’ changes its form and type if Harsh Sunlight, Heavy Rain or Hail is in effect.","351"
"1596676067-585","https://www.serebii.net/abilitydex/soundproof.shtml","Soundproof","Soundproofing of the Pokémon itself gives full  immunity to all sound-based moves.","Unaffected by sound moves. If this Pokémon switches out with Baton Pass, Perish Song against the switched out will not be nullified.","459"
"1596676454-2333","https://www.serebii.net/abilitydex/bigpecks.shtml","Big Pecks","Protects the Pokémon from Defense-lowering effects.","null","521"
"1596676035-480","https://www.serebii.net/abilitydex/strongjaw.shtml","Strong Jaw","The Pokémon's strong jaw boosts the power of its biting moves.","Increases the power of biting moves by 50%","834"
"1596676296-1661","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","553"
"1596676340-1905","https://www.serebii.net/abilitydex/guts.shtml","Guts","It's so gutsy that having a status condition boosts the Pokémon's Attack stat.","Attack is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE). Burn’s effect of lowering Attack is not applied.","405"
"1596676093-704","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","501"
"1596676017-324","https://www.serebii.net/abilitydex/synchronize.shtml","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.","When this Pokémon becomes Poisoned, Paralyzed, or Burned, so does the opponent. However, Fire-type and Water Veil ability Pokémon cannot be Burned, Poison-type and Steel-type and Immunity ability Pokémon cannot be Poisoned, and Limber ability Pokémon cannot be Paralyzed.","605"
"1596676424-2168","https://www.serebii.net/abilitydex/cutecharm.shtml","Cute Charm","Contact with the Pokémon may cause infatuation.","The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon.","40"
"1596676296-1648","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","284"
"1596675967-53","https://www.serebii.net/abilitydex/waterbubble.shtml","Water Bubble","Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.","Decreases Fire-type move power on the Pokémon by 50%. Increases power of Water-type moves used by the Pokémon by 100% before adding STAB. Prevents Burn","751"
"1596676133-955","https://www.serebii.net/abilitydex/ripen.shtml","Ripen","Ripens Berries and doubles their effect.","null","841"
"1596676145-1020","https://www.serebii.net/abilitydex/raindish.shtml","Rain Dish","The Pokémon gradually regains HP in rain.","If Heavy Rain weather is in effect, recovers 1/16th max Hit Points at the end of the turn.","9"
"1596676296-1642","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","130"
"1596676103-777","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","586"
"1596676051-535","https://www.serebii.net/abilitydex/static.shtml","Static","The Pokémon is charged with static electricity, so contact with it may cause paralysis.","The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon.","101"
"1596675963-42","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","320"
"1596676203-1277","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","238"
"1596676041-502","https://www.serebii.net/abilitydex/stench.shtml","Stench","By releasing stench when attacking, this Pokémon may cause the target to flinch.","If the Pokémon uses a move that deals damage on the opponent, there is a chance the opponent flinches","435"
"1596676145-1023","https://www.serebii.net/abilitydex/raindish.shtml","Rain Dish","The Pokémon gradually regains HP in rain.","If Heavy Rain weather is in effect, recovers 1/16th max Hit Points at the end of the turn.","278"
"1596676324-1837","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","415"
"1596676049-521","https://www.serebii.net/abilitydex/steadfast.shtml","Steadfast","The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.","Speed raises by one level every time the Pokémon flinches.","832"
"1596676328-1843","https://www.serebii.net/abilitydex/hugepower.shtml","Huge Power","Doubles the Pokémon's Attack stat.","The Pokémon's Attack stat is doubled while it has this ability.","184"
"1596676296-1656","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","405"
"1596676446-2255","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","45"
"1596676103-767","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","206"
"1596676087-662","https://www.serebii.net/abilitydex/simple.shtml","Simple","The stat changes the Pokémon receives are doubled.","The effectiveness of all stat modifications is doubled.","400"
"1596676123-878","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","77"
"1596676087-660","https://www.serebii.net/abilitydex/simple.shtml","Simple","The stat changes the Pokémon receives are doubled.","The effectiveness of all stat modifications is doubled.","322"
"1596676009-262","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","483"
"1596676446-2266","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","191"
"1596675967-54","https://www.serebii.net/abilitydex/waterbubble.shtml","Water Bubble","Lowers the power of Fire-type moves done to the Pokémon and prevents the Pokémon from getting a burn.","Decreases Fire-type move power on the Pokémon by 50%. Increases power of Water-type moves used by the Pokémon by 100% before adding STAB. Prevents Burn","752"
"1596676424-2177","https://www.serebii.net/abilitydex/cutecharm.shtml","Cute Charm","Contact with the Pokémon may cause infatuation.","The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon.","350"
"1596676324-1839","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","841"
"1596676422-2150","https://www.serebii.net/abilitydex/damp.shtml","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","Explosion, Selfdestruct, Mind Blown & Misty Explosion will not work while the Pokémon is on the field.","61"
"1596676468-2372","https://www.serebii.net/abilitydex/baddreams.shtml","Bad Dreams","Reduces the HP of sleeping opposing Pokémon.","null","491"
"1596676031-429","https://www.serebii.net/abilitydex/suctioncups.shtml","Suction Cups","This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.","Negates moves that force switching out.","346"
"1596676267-1529","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","738"
"1596676251-1431","https://www.serebii.net/abilitydex/magicbounce.shtml","Magic Bounce","Reflects status moves, instead of getting hit by them.","Reflects non-attacking moves used on the Pokémon back to the attacking Pokémon","857"
