web-scraper-order,web-scraper-start-url,Name,GameText,EffectDetail,DexNum,DexImage-src
"1596680037-3501","https://www.serebii.net/abilitydex/runaway.shtml","Run Away","Enables a sure getaway from wild Pokémon.","Except for trainer battles, can always run from battle. It still cannot switch during Mean Look or Block or when the opponent is trapping with the Arena Trap, Magnet Pull, or Shadow Tag ability.","206","/pokedex-swsh/icon/206.png"
"1596680168-4046","https://www.serebii.net/abilitydex/longreach.shtml","Long Reach","The Pokémon uses its moves without making contact with the target.","null","722","/pokedex-swsh/icon/722.png"
"1596680223-4378","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","362","/pokedex-swsh/icon/362.png"
"1596680112-3815","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","326","/pokedex-sm/icon/326.png"
"1596680122-3912","https://www.serebii.net/abilitydex/noguard.shtml","No Guard","The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.","The accuracy of all moves known by this Pokémon and all Pokémon targeting this Pokémon raises to 100%","68","/pokedex-swsh/icon/068-gi.png"
"1596680027-3430","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","51","/pokedex-swsh/icon/051.png"
"1596680394-5028","https://www.serebii.net/abilitydex/analytic.shtml","Analytic","Boosts move power when the Pokémon moves last.","Attack power increases by 30% if the Pokémon is the last Pokémon to attack this turn","474","/pokedex-swsh/icon/474.png"
"1596680205-4320","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","96","/pokedex-sm/icon/096.png"
"1596680195-4232","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","740","/pokedex-sm/icon/740.png"
"1596679915-2943","https://www.serebii.net/abilitydex/symbiosis.shtml","Symbiosis","The Pokémon passes its item to an ally that has used up an item.","Passes the Pokémon's hold item to its adjacent ally when that ally consumes its hold item","671","/pokedex-sm/icon/671.png"
"1596679992-3310","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","834","/pokedex-swsh/icon/834.png"
"1596680035-3487","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","526","/pokedex-swsh/icon/526.png"
"1596679875-2722","https://www.serebii.net/abilitydex/unseenfist.shtml","Unseen Fist","The Pokémon can deal damage with moves that make physical contact, even if the target is protected.","null","",""
"1596680348-4822","https://www.serebii.net/abilitydex/compoundeyes.shtml","Compoundeyes","The Pokémon's compound eyes boost its accuracy.","Raises the Pokémon’s accuracy by 30%.","193","/pokedex-sm/icon/193.png"
"1596679886-2778","https://www.serebii.net/abilitydex/triage.shtml","Triage","Gives priority to a healing move.","Healing moves have +3 Priority when used by this Pokémon.","764","/pokedex-swsh/icon/764.png"
"1596679972-3235","https://www.serebii.net/abilitydex/snowcloak.shtml","Snow Cloak","Boosts evasion in a hailstorm.","Raises the Pokémon’s evasion during a hailstorm by one level.","614","/pokedex-swsh/icon/614.png"
"1596679871-2710","https://www.serebii.net/abilitydex/vitalspirit.shtml","Vital Spirit","The Pokémon is full of vitality, and that prevents it from falling asleep.","The Pokémon cannot be Asleep while having this ability.","288","/pokedex-sm/icon/288.png"
"1596680189-4196","https://www.serebii.net/abilitydex/keeneye.shtml","Keen Eye","Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.","Opponent cannot lower this Pokémon’s accuracy. The Pokémon ignores evasion boosts of the opponent","505","/pokedex-sm/icon/505.png"
"1596680117-3860","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","577","/pokedex-swsh/icon/577.png"
"1596679930-3065","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","411","/pokedex-sm/icon/411.png"
"1596679851-2623","https://www.serebii.net/abilitydex/wimpout.shtml","Wimp Out","The Pokémon cowardly switches out when its HP becomes half or less.","When the Pokémon's Hit Points hit 50% or less, the Pokémon will switch out. Works once per battle. The Pokémon will not switch out if it drops below 50% due to Confusion, Weather, use of Substitute or when the damage inflicted is by a Pokémon with the Sheer Force ability. It will not activate if health is brought back up above 50% due to a hold item","767","/pokedex-swsh/icon/767.png"
"1596680358-4863","https://www.serebii.net/abilitydex/clearbody.shtml","Clear Body","Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","600","/pokedex-swsh/icon/600.png"
"1596680294-4654","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","219","/pokedex-sm/icon/219.png"
"1596680223-4386","https://www.serebii.net/abilitydex/icebody.shtml","Ice Body","The Pokémon gradually regains HP in a hailstorm.","HP is restored by 1/16th of maximum HP when its hailing.","713","/pokedex-swsh/icon/713.png"
"1596679878-2752","https://www.serebii.net/abilitydex/unburden.shtml","Unburden","Boosts the Speed stat if the Pokémon's held item is  used or lost.","Speed is doubled once the held item is consumed.","510","/pokedex-swsh/icon/510.png"
"1596679895-2792","https://www.serebii.net/abilitydex/toughclaws.shtml","Tough Claws","Powers up moves that make direct contact.","Increases the power of moves that make physical contact by 30%","689","/pokedex-swsh/icon/689.png"
"1596680094-3741","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","32","/pokedex-sm/icon/032.png"
"1596680053-3603","https://www.serebii.net/abilitydex/reckless.shtml","Reckless","Powers up moves that have recoil damage.","The power of moves that have recoil damage is increased by 20%.","396","/pokedex-sm/icon/396.png"
"1596679930-3060","https://www.serebii.net/abilitydex/sturdy.shtml","Sturdy","It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.","The Pokémon will remain with 1 HP if it was going to be knocked out by a move when at full Hit Points, and it is immune to One Hit KO moves.","299","/pokedex-sm/icon/299.png"
"1596680402-5053","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","342","/pokedex-swsh/icon/342.png"
"1596680205-4309","https://www.serebii.net/abilitydex/innerfocus.shtml","Inner Focus","The Pokémon's intensely focused, and that protects the Pokémon from flinching.","This Pokémon will not flinch. Does not prevent flinching with Focus Punch. Also prevents stats from being lowered by the ability Intimidate","447","/pokedex-swsh/icon/447.png"
"1596679938-3114","https://www.serebii.net/abilitydex/stench.shtml","Stench","By releasing stench when attacking, this Pokémon may cause the target to flinch.","If the Pokémon uses a move that deals damage on the opponent, there is a chance the opponent flinches","435","/pokedex-swsh/icon/435.png"
"1596680049-3570","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","531","/pokedex-sm/icon/531.png"
"1596679921-3023","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","826","/pokedex-swsh/icon/826-gi.png"
"1596680027-3444","https://www.serebii.net/abilitydex/sandveil.shtml","Sand Veil","Boosts the Pokémon's evasion in a sandstorm.","Raises the Pokémon’s evasion during a sandstorm by one level.","231","/pokedex-sm/icon/231.png"
"1596679962-3191","https://www.serebii.net/abilitydex/soundproof.shtml","Soundproof","Soundproofing of the Pokémon itself gives full  immunity to all sound-based moves.","Unaffected by sound moves. If this Pokémon switches out with Baton Pass, Perish Song against the switched out will not be nullified.","439","/pokedex-swsh/icon/439.png"
"1596680340-4795","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","593","/pokedex-swsh/icon/593.png"
"1596680061-3642","https://www.serebii.net/abilitydex/quickfeet.shtml","Quick Feet","Boosts the Speed stat if the Pokémon has a status condition.","Speed is increased by 50% when induced with a status (Burn, Poison, Sleep, Frozen & Paralysis). If Paralysed, the speed drop is ignored.","217","/pokedex-sm/icon/217.png"
"1596679921-3011","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","540","/pokedex-sm/icon/540.png"
"1596680098-3758","https://www.serebii.net/abilitydex/plus.shtml","Plus","Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.","When battling with Plus or Minus, Special Attack increases by 50%.","599","/pokedex-swsh/icon/599.png"
"1596680112-3824","https://www.serebii.net/abilitydex/owntempo.shtml","Own Tempo","This Pokémon has its own tempo, and that prevents it from becoming confused.","The Pokémon cannot be Confused while having this ability. Blocks Intimidate","749","/pokedex-swsh/icon/749.png"
"1596680338-4789","https://www.serebii.net/abilitydex/cutecharm.shtml","Cute Charm","Contact with the Pokémon may cause infatuation.","The opponent has a 30% chance of being induced with Attract when using an attack, that requires physical contact, against this Pokémon.","350","/pokedex-swsh/icon/350.png"
"1596680276-4574","https://www.serebii.net/abilitydex/frisk.shtml","Frisk","When it enters a battle, the Pokémon can check an opposing Pokémon's held item.","Reveals the foe’s held item.","103","/pokedex-swsh/icon/103-a.png"
"1596680209-4355","https://www.serebii.net/abilitydex/infiltrator.shtml","Infiltrator","Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.","The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored.","686","/pokedex-swsh/icon/686.png"
"1596680182-4140","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","635","/pokedex-swsh/icon/635.png"
"1596680336-4772","https://www.serebii.net/abilitydex/damp.shtml","Damp","Prevents the use of explosive moves such as Self-Destruct by dampening its surroundings.","Explosion, Selfdestruct, Mind Blown & Misty Explosion will not work while the Pokémon is on the field.","258","/pokedex-sm/icon/258.png"
"1596680049-3576","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","79","/pokedex-swsh/icon/079.png"
"1596680201-4267","https://www.serebii.net/abilitydex/intimidate.shtml","Intimidate","The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.","Upon entering battle, the opponent’s Attack lowers one stage. In a Double Battle, both opponents’ Attack are lowered. Pokémon with the Clear Body, Hyper Cutter, or White Smoke ability are unaffected. In a link battle, if both sides switch on the same turn, and first player sends out a Pokémon with Intimidate, the opponent’s Attack will be lowered before the opponent’s Pokémon switches.","404","/pokedex-swsh/icon/404.png"
"1596679901-2856","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","473","/pokedex-swsh/icon/473.png"
"1596680360-4885","https://www.serebii.net/abilitydex/chlorophyll.shtml","Chlorophyll","Boosts the Pokémon's Speed stat in sunshine.","When sunny, the Pokémon’s Speed doubles.","465","/pokedex-swsh/icon/465.png"
"1596680227-4417","https://www.serebii.net/abilitydex/hydration.shtml","Hydration","Heals status conditions if it's raining.","All status problems: Burn, Paralysis, Sleep, Frozen and Poison, are healed when raining.","705","/pokedex-swsh/icon/705.png"
"1596680195-4230","https://www.serebii.net/abilitydex/ironfist.shtml","Iron Fist","Powers up punching moves.","The power of punching moves is increased by 20%.","675","/pokedex-swsh/icon/675.png"
"1596680264-4535","https://www.serebii.net/abilitydex/gluttony.shtml","Gluttony","Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.","The Pokémon will use a berry when its Hit Points are below 50%.","89","/pokedex-sm/icon/089-a.png"
"1596680049-3578","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","80","/pokedex-swsh/icon/080.png"
"1596679994-3325","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","621","/pokedex-swsh/icon/621.png"
"1596680350-4836","https://www.serebii.net/abilitydex/competitive.shtml","Competitive","Boosts the Sp. Atk stat sharply when a stat is lowered.","Raises Sp. Atk stat by two stages whenever a stat is lowered","575","/pokedex-swsh/icon/575.png"
"1596680117-3866","https://www.serebii.net/abilitydex/overcoat.shtml","Overcoat","Protects the Pokémon from things like sand, hail, and powder.","Protects Pokémon from Weather Effects and Powder moves such as Sleep Powder, Poison Powder etc.","91","/pokedex-swsh/icon/091.png"
"1596680104-3796","https://www.serebii.net/abilitydex/pickpocket.shtml","Pickpocket","Steals an item from an attacker that made direct contact.","When a Pokémon makes physical contact with the Pokémon, the item of the opponent is stolen.","461","/pokedex-swsh/icon/461.png"
"1596680094-3742","https://www.serebii.net/abilitydex/poisonpoint.shtml","Poison Point","Contact with the Pokémon may poison the attacker.","The opponent has a 30% chance of being induced with Poison when using an attack, that requires physical contact, against this Pokémon.","33","/pokedex-sm/icon/033.png"
"1596680304-4683","https://www.serebii.net/abilitydex/effectspore.shtml","Effect Spore","Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.","The opponent has a 10% chance of being induced by PARALYZE, POISON, or SLEEP when using an attack, that requires physical contact, against this Pokémon.","285","/pokedex-sm/icon/285.png"
"1596679921-3009","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","402","/pokedex-sm/icon/402.png"
"1596680402-5050","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","550","/pokedex-swsh/icon/550.png"
"1596680334-4756","https://www.serebii.net/abilitydex/dancer.shtml","Dancer","When another Pokémon uses a dance move, it can use a dance move following it regardless of its Speed.","null","741","/pokedex-sm/icon/741-p.png"
"1596680136-3947","https://www.serebii.net/abilitydex/moxie.shtml","Moxie","The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.","Attack is raised by one stage when the Pokémon knocks out another Pokémon","559","/pokedex-swsh/icon/559.png"
"1596679921-3000","https://www.serebii.net/abilitydex/swarm.shtml","Swarm","Powers up Bug-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Bug-type moves is increased by 50%.","123","/pokedex-swsh/icon/123.png"
"1596679907-2890","https://www.serebii.net/abilitydex/technician.shtml","Technician","Powers up the Pokémon's weaker moves.","Moves with a base power of 60 or less are boosted in power by 50%","52","/pokedex-swsh/icon/052-a.png"
"1596680014-3389","https://www.serebii.net/abilitydex/serenegrace.shtml","Serene Grace","Boosts the likelihood of additional effects occurring  when attacking.","The chances of a move having a secondary effect is doubled.","586","/pokedex-sm/icon/586.png"
"1596679853-2625","https://www.serebii.net/abilitydex/whitesmoke.shtml","White Smoke","The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.","Opponents’ moves which lower this Pokémon’s stats have no effect. However this Pokémon may lower its own stats with its own moves.","850","/pokedex-swsh/icon/850.png"
"1596680294-4664","https://www.serebii.net/abilitydex/flamebody.shtml","Flame Body","Contact with the Pokémon may burn the attacker.","The opponent has a 30% chance of being induced with Burn when using an attack, that requires physical contact, against this Pokémon.","838","/pokedex-swsh/icon/838.png"
"1596680162-4022","https://www.serebii.net/abilitydex/magician.shtml","Magician","The Pokémon steals the held item of a Pokémon it hits with a move.","null","654","/pokedex-sm/icon/654.png"
"1596680366-4941","https://www.serebii.net/abilitydex/blaze.shtml","Blaze","Powers up Fire-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Fire-type moves is increased by 50%.","513","/pokedex-sm/icon/513.png"
"1596680386-4990","https://www.serebii.net/abilitydex/aromaveil.shtml","Aroma Veil","Protects itself and its allies from attacks that limit their move choices.","null","868","/pokedex-swsh/icon/868.png"
"1596679897-2817","https://www.serebii.net/abilitydex/torrent.shtml","Torrent","Powers up Water-type moves when the Pokémon's HP is low.","When HP is below 1/3rd its maximum, power of Water-type moves is increased by 50%.","730","/pokedex-swsh/icon/730.png"
"1596679925-3032","https://www.serebii.net/abilitydex/superluck.shtml","Super Luck","The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.","Raises the critical-hit ratio of moves by one level.","430","/pokedex-sm/icon/430.png"
"1596679947-3160","https://www.serebii.net/abilitydex/static.shtml","Static","The Pokémon is charged with static electricity, so contact with it may cause paralysis.","The opponent has a 30% chance of being induced with PARALYZE when using an attack, that requires physical contact, against this Pokémon.","145","/pokedex-sm/icon/145.png"
"1596680041-3531","https://www.serebii.net/abilitydex/rockhead.shtml","Rock Head","Protects the Pokémon from recoil damage.","Does not receive recoil damage from recoil-causing damages.","112","/pokedex-swsh/icon/112.png"
"1596680180-4098","https://www.serebii.net/abilitydex/libero.shtml","Libero","Changes the Pokémon's type to the type of the move it's about to use.","null","814","/pokedex-swsh/icon/814.png"
"1596680049-3572","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","620","/pokedex-swsh/icon/620.png"
"1596679891-2780","https://www.serebii.net/abilitydex/trace.shtml","Trace","When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.","Ability becomes the same as that of the opponent. Switching this Pokémon out of battle restores its original ability. In a Double/Triple Battle, a random opponent’s ability will be copied.","65","/pokedex-sm/icon/065-m.png"
"1596679905-2869","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","281","/pokedex-swsh/icon/281.png"
"1596680182-4146","https://www.serebii.net/abilitydex/levitate.shtml","Levitate","By floating in the air, the Pokémon receives full immunity to all Ground-type moves.","Damage dealing Ground-type moves have no effect on this Pokémon. Cannot be trapped by Arena Trap ability. Takes no damage from Spikes.","479","/pokedex-swsh/icon/479m.png"
"1596679871-2717","https://www.serebii.net/abilitydex/vitalspirit.shtml","Vital Spirit","The Pokémon is full of vitality, and that prevents it from falling asleep.","The Pokémon cannot be Asleep while having this ability.","239","/pokedex-sm/icon/239.png"
"1596680128-3928","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","251","/pokedex-swsh/icon/251.png"
"1596680142-3976","https://www.serebii.net/abilitydex/moldbreaker.shtml","Mold Breaker","Moves can be used on the target regardless of its Abilities.","The Pokémon's moves are not affected by foe’s abilities during battle","674","/pokedex-swsh/icon/674.png"
"1596680128-3933","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","407","/pokedex-swsh/icon/407.png"
"1596680389-4993","https://www.serebii.net/abilitydex/arenatrap.shtml","Arena Trap","Prevents opposing Pokémon from fleeing.","The opponent cannot run nor switch. Flying-type Pokémon and Pokémon with the Levitate special ability are unaffected. If this Pokémon switches, the opponent is still trapped for that turn. The opponent may still switch by using Baton Pass.","50","/pokedex-swsh/icon/050.png"
"1596680348-4830","https://www.serebii.net/abilitydex/compoundeyes.shtml","Compoundeyes","The Pokémon's compound eyes boost its accuracy.","Raises the Pokémon’s accuracy by 30%.","269","/pokedex-sm/icon/269.png"
"1596679985-3285","https://www.serebii.net/abilitydex/shielddust.shtml","Shield Dust","This Pokémon's dust blocks the additional effects of attacks taken.","Damaging moves used by the opponent will not have an additional effect.","664","/pokedex-sm/icon/664.png"
"1596680352-4840","https://www.serebii.net/abilitydex/comatose.shtml","Comatose","It's always drowsing and will never wake up. It can attack without waking up.","It acts as if it is affected by the Sleep status condition. All special effects of moves based on the Sleep status condition affect this Pokémon such as Snore & Sleep Talk working from the Pokémon with Comatose and double damage from Hex & Wake-up Slap, Dream Eater & Nightmare and even abilities such as Bad Dreams will activate. This Pokémon can still attack.","775","/pokedex-sm/icon/775.png"
"1596679905-2875","https://www.serebii.net/abilitydex/telepathy.shtml","Telepathy","Anticipates an ally's attack and dodges it.","Prevents damage from team-mates during Double and Triple battles","484","/pokedex-sm/icon/484.png"
"1596680049-3591","https://www.serebii.net/abilitydex/regenerator.shtml","Regenerator","Restores a little HP when withdrawn from battle.","When the Pokémon switches out of battle, up to 33.3% of its maximum Hit Points are restored","641","/pokedex-sm/icon/641-s.png"
"1596680217-4369","https://www.serebii.net/abilitydex/illuminate.shtml","Illuminate","Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.","null","505","/pokedex-sm/icon/505.png"
"1596680186-4162","https://www.serebii.net/abilitydex/leafguard.shtml","Leaf Guard","Prevents status conditions in sunny weather.","Prevents the Pokémon from being afflicted by status conditions during strong sunlight.","154","/pokedex-sm/icon/154.png"
"1596680230-4430","https://www.serebii.net/abilitydex/hustle.shtml","Hustle","Boosts the Attack stat, but lowers accuracy.","Damage from physical attacks is increased by 50%, but average accuracy is only 80%.","20","/pokedex-sm/icon/020-a.png"
"1596680156-4004","https://www.serebii.net/abilitydex/marvelscale.shtml","Marvel Scale","The Pokémon's marvelous scales boost the Defense stat if it has a status condition.","Defense  is increased by 50% when induced with a status (BURN, PARALYZE, SLEEP, POISON, FREEZE).","350","/pokedex-swsh/icon/350.png"
"1596680118-3886","https://www.serebii.net/abilitydex/oblivious.shtml","Oblivious","The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.","The Pokémon cannot be under the Attract condition, Intimidated, or be taunted, while having this ability.","199","/pokedex-swsh/icon/199.png"
"1596679995-3351","https://www.serebii.net/abilitydex/shedskin.shtml","Shed Skin","The Pokémon may heal its own status conditions by shedding its skin.","Every turn, it has a 1 in 3 chance of healing from a status condition (BURN, PARALYZE, SLEEP, POISON, FREEZE).","14","/pokedex-sm/icon/014.png"
"1596680035-3486","https://www.serebii.net/abilitydex/sandforce.shtml","Sand Force","Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.","Ground-type, Rock-type & Steel-type moves have their power increased by 33% in a Sandstorm","525","/pokedex-swsh/icon/525.png"
"1596680187-4176","https://www.serebii.net/abilitydex/klutz.shtml","Klutz","The Pokémon can't use any held items.","The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace.","848","/pokedex-swsh/icon/848.png"
"1596680402-5056","https://www.serebii.net/abilitydex/adaptability.shtml","Adaptability","Powers up moves of the same type as the Pokémon.","Increases the Same Type Attack Bonus from *1.5 to *2.","691","/pokedex-swsh/icon/691.png"
"1596679901-2835","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","86","/pokedex-sm/icon/086.png"
"1596679992-3313","https://www.serebii.net/abilitydex/shellarmor.shtml","Shell Armor","A hard shell protects the Pokémon from critical hits.","Opponent’s moves cannot Critical Hit.","387","/pokedex-sm/icon/387.png"
"1596680172-4055","https://www.serebii.net/abilitydex/liquidooze.shtml","Liquid Ooze","Oozed liquid has strong stench, which damages attackers using any draining move.","When the opponent absorbs Hit Points from this Pokémon, the opponent instead loses Hit Points.","317","/pokedex-sm/icon/317.png"
"1596680057-3612","https://www.serebii.net/abilitydex/rattled.shtml","Rattled","Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.","Speed is raised by one stage when the Pokémon is hit by a Bug-type, Ghost-type or Dark-type move or is Intimidated","52","/pokedex-swsh/icon/052-a.png"
"1596679857-2662","https://www.serebii.net/abilitydex/waterveil.shtml","Water Veil","The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.","This Pokémon cannot be Burned while having this ability.","458","/pokedex-swsh/icon/458.png"
"1596680209-4353","https://www.serebii.net/abilitydex/infiltrator.shtml","Infiltrator","Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.","The protections and stat boosts caused by the moves Substitute, Reflect, Light Screen and Safeguard by the opponent are ignored.","608","/pokedex-swsh/icon/608.png"
"1596680187-4167","https://www.serebii.net/abilitydex/klutz.shtml","Klutz","The Pokémon can't use any held items.","The Pokémon cannot receive any effect of hold items except those that affect experience such as Exp.Share or Macho Brace.","427","/pokedex-swsh/icon/427.png"
"1596680340-4792","https://www.serebii.net/abilitydex/cursedbody.shtml","Cursed Body","May disable a move used on the Pokémon.","When a move hits the Pokémon, that move has a 30% chance of getting disabled","94","/pokedex-swsh/icon/094-gi.png"
"1596680203-4285","https://www.serebii.net/abilitydex/insomnia.shtml","Insomnia","The Pokémon is suffering from insomnia and cannot fall asleep.","The Pokémon cannot be put to Sleep while having this ability.","163","/pokedex-swsh/icon/163.png"
"1596680128-3927","https://www.serebii.net/abilitydex/naturalcure.shtml","Natural Cure","All status conditions heal when the Pokémon switches out.","The Pokémon’s status (BURN, PARALYZE, SLEEP, POISON, FREEZE) is healed when withdrawn from battle.","242","/pokedex-swsh/icon/242.png"
"1596679994-3347","https://www.serebii.net/abilitydex/sheerforce.shtml","Sheer Force","Removes additional effects to increase the power of moves when attacking.","Moves with a secondary effect are increased in power by 30% but lose their secondary effect","409","/pokedex-sm/icon/409.png"
"1596679855-2634","https://www.serebii.net/abilitydex/weakarmor.shtml","Weak Armor","Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.","When hit by an attack, the Pokémon's Defense is lowered by one stage but Speed is increased by two stages.","854","/pokedex-swsh/icon/854.png"
"1596679901-2853","https://www.serebii.net/abilitydex/thickfat.shtml","Thick Fat","The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves.","Fire and Ice-type moves deal 50% damage.","20","/pokedex-sm/icon/020-a.png"
"1596680221-4376","https://www.serebii.net/abilitydex/iceface.shtml","Ice Face","The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.","Has a protective barrier that protects against Physical Attacks once and will change form to Noice Face after breaking. Confusion also breaks the barrier. Setting Hail or being sent out during hail will restore the Ice Face and change form to Ice Face","875","/pokedex-swsh/icon/875-n.png"
"1596680350-4837","https://www.serebii.net/abilitydex/competitive.shtml","Competitive","Boosts the Sp. Atk stat sharply when a stat is lowered.","Raises Sp. Atk stat by two stages whenever a stat is lowered","576","/pokedex-swsh/icon/576.png"
