link,name,typeImageLink,categoryImageLink,basePower,battleEffect,secondaryEffect,effectRate,speedPriority,criticalHitRate,target,makesPhysicalContact
https://www.serebii.net/attackdex-swsh/anchorshot.shtml,Anchor Shot,img/steel.gif,img/physical.png,80,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.,Prevents opponent from switching,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/spiritshackle.shtml,Spirit Shackle,img/ghost.gif,img/physical.png,80,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping.,Prevents opponent from switching,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/guillotine.shtml,Guillotine,img/normal.gif,img/physical.png,1,"A vicious, tearing attack with big pincers. The target faints instantly if this attack hits.",May cause one-hit KO.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/oblivionwing.shtml,Oblivion Wing,img/flying.gif,img/special.png,80,The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target.,User recovers 75% the damage inflicted.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/stockpile.shtml,Stockpile,img/normal.gif,img/other.png,0,The user charges up power and raises both its Defense and Sp. Def stats. The move can be used three times.,User stockpiles power for up to 3 turns. Raises Defense & Special Defense one stage until Stockpile is released.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/iceshard.shtml,Ice Shard,img/ice.gif,img/physical.png,40,The user flash-freezes chunks of ice and hurls them at the target. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/courtchange.shtml,Court Change,img/normal.gif,img/other.png,0,"With its mysterious power, the user swaps the effects on either side of the field.","Swaps barriers, veils and other effects between each side of the battlefield",-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/hyperfang.shtml,Hyper Fang,img/normal.gif,img/physical.png,80,The user bites hard on the target with its sharp front fangs. This may also make the target flinch.,May cause opponent to flinch.,10%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/afteryou.shtml,After You,img/normal.gif,img/other.png,0,The user helps the target and makes it use its move right after the user.,Target moves immediately after the user,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/electroweb.shtml,Electroweb,img/electric.gif,img/special.png,55,The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stats.,Lowers opponent's Speed one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/spectralthief.shtml,Spectral Thief,img/ghost.gif,img/physical.png,90,"The user hides in the target's shadow, steals the target's stat boosts, and then attacks.",Steals opponent's stat boosts before doing damage,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/lovelykiss.shtml,Lovely Kiss,img/normal.gif,img/other.png,0,"With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep.",Induces sleep.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/kinesis.shtml,Kinesis,img/psychic.gif,img/other.png,0,The user distracts the target by bending a spoon. This lowers the target\â€™s accuracy.,Lowers opponent's Accuracy one stage.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxstonesurge.shtml,G-Max Stonesurge,img/water.gif,img/physical.png,1,A Water-type attack that Gigantamax Drednaw use. This move scatters sharp rocks around the field.,Sets rocks that hurt the opponent upon switching.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/hydropump.shtml,Hydro Pump,img/water.gif,img/special.png,110,The target is blasted by a huge volume of water launched under great pressure.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/fishiousrend.shtml,Fishious Rend,img/water.gif,img/physical.png,85,"The user rends the target with its hard gills. If the user attacks before the target, the power of this move is doubled.",Doubles damage if the user moves before the target,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/stompingtantrum.shtml,Stomping Tantrum,img/ground.gif,img/physical.png,75,"Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.",Doubles damage if last move failed,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/brickbreak.shtml,Brick Break,img/fighting.gif,img/physical.png,75,"The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect.",Destroys protective barriers.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/iciclespear.shtml,Icicle Spear,img/ice.gif,img/physical.png,25,The user launches sharp icicles at the target two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/cottonspore.shtml,Cotton Spore,img/grass.gif,img/other.png,0,"The user releases cotton-like spores that cling to opposing Pokémon, which harshly lowers their Speed stats.",Lowers opponent's Speed two stages.,-- %,0,None,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/mirrormove.shtml,Mirror Move,img/flying.gif,img/other.png,0,The user counters the target by mimicking the target's last move.,User does the last move used by opponent.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/shellsidearm.shtml,Shell Side Arm,img/poison.gif,img/special.png,90,"This move inflicts physical or special damage, whichever will be more effective. This may also poison the target.",May inflict Poison,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/leafage.shtml,Leafage,img/grass.gif,img/physical.png,40,The user attacks by pelting the target with leaves.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/spikes.shtml,Spikes,img/ground.gif,img/other.png,0,The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle.,Sets spikes that hurt the opponent upon switching.,-- %,0,None,Enemy Side,No
https://www.serebii.net/attackdex-sm/assist.shtml,Assist,img/normal.gif,img/other.png,0,The user hurriedly and randomly uses a move among those known by ally Pokémon.,Uses a random move from another Pokémon in the team.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/mistball.shtml,Mist Ball,img/psychic.gif,img/special.png,70,A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat.,May lower opponent's Special Attack one stage.,50%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/powersplit.shtml,Power Split,img/psychic.gif,img/other.png,0,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target.,Averages Attack and Special Attack,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/camouflage.shtml,Camouflage,img/normal.gif,img/other.png,0,"The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave.",User changes type depending on the location.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-sm/telekinesis.shtml,Telekinesis,img/psychic.gif,img/other.png,0,The user makes the target float with its psychic power. The target is easier to hit for three turns.,Gives the target Ground-type resistance. Removes Evasion stat for target.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/rockwrecker.shtml,Rock Wrecker,img/rock.gif,img/physical.png,150,The user launches a huge boulder at the target to attack. The user can't move on the next turn.,User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/expandingforce.shtml,Expanding Force,img/psychic.gif,img/special.png,80,The user attacks the target with its psychic power. This move's power goes up and damages all opposing Pokémon on Psychic Terrain.,Increases damage by 50% during Psychic-terrain.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxbefuddle.shtml,G-Max Befuddle,img/bug.gif,img/physical.png,1,"A Bug-type attack that Gigantamax Butterfree use. This move inflicts the poisoned, paralyzed, or asleep status condition on opponents.","Inflicts Sleep, Paralysis or Poison to all opponents.",-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/hail.shtml,Hail,img/ice.gif,img/other.png,0,The user summons a hailstorm lasting five turns. It damages all Pokémon except Ice types.,Causes Hailstorm for 5 rounds.,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/powergem.shtml,Power Gem,img/rock.gif,img/special.png,80,The user attacks with a ray of light that sparkles as if it were made of gemstones.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/sparklyswirl.shtml,Sparkly Swirl,img/fairy.gif,img/special.png,90,The user attacks the target by wrapping it with a whirlwind of an overpowering scent. This also heals all status conditions of the user’s party.,Heals party's status problems.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/maxdarkness.shtml,Max Darkness,img/dark.gif,img/physical.png,1,This is a Dark-type attack Dynamax Pokémon use. This lowers the target's Sp. Def stat.,Lowers all opponent's Sp. Def one stage,-- %,0,4.17%,Opponent,No
https://www.serebii.net/attackdex-swsh/lightscreen.shtml,Light Screen,img/psychic.gif,img/other.png,0,A wondrous wall of light is put up to reduce damage from special attacks for five turns.,Halves Special Attack damage inflicted on the user's side of the field,-- %,0,None,Ally,No
https://www.serebii.net/attackdex-swsh/machpunch.shtml,Mach Punch,img/fighting.gif,img/physical.png,40,The user throws a punch at blinding speed. This move always goes first.,Has increased Speed Priority,-- %,MaxMove Power:,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/pyroball.shtml,Pyro Ball,img/fire.gif,img/physical.png,120,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.,May induce burn.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/diamondstorm.shtml,Diamond Storm,img/rock.gif,img/physical.png,100,The user whips up a storm of diamonds to damage opposing Pokémon. This may also sharply raise the user's Defense stat.,May raise user's Defense 2 stages,50%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/grasswhistle.shtml,Grass Whistle,img/grass.gif,img/other.png,0,The user plays a pleasant melody that lulls the target into a deep sleep.,Induces sleep.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/terrainpulse.shtml,Terrain Pulse,img/normal.gif,img/special.png,50,The user utilizes the power of the terrain to attack. This move's type and power changes depending on the terrain when it's used.,Becomes the type of Terrain and doubles in power,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/let'ssnuggleforever.shtml,Let's Snuggle Forever,img/fairy.gif,img/physical.png,190,"After obtaining Z-Power, the user, Mimikyu, punches the target with full force.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/sunnyday.shtml,Sunny Day,img/fire.gif,img/other.png,0,"The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves.",Causes Sunshine for 5 turns,-- %,0,None,Field,No
https://www.serebii.net/attackdex-swsh/watergun.shtml,Water Gun,img/water.gif,img/special.png,40,The target is blasted with a forceful shot of water.,No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/strangesteam.shtml,Strange Steam,img/fairy.gif,img/special.png,90,The user attacks the target by emitting steam. This may also confuse the target.,May induce Confusion,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/petaldance.shtml,Petal Dance,img/grass.gif,img/special.png,120,The user attacks the target by scattering petals for two to three turns. The user then becomes confused.,User uses the same Attack for 2-3 turns then becomes confused.,-- %,0,4.17%,Random Target,Yes
https://www.serebii.net/attackdex-swsh/icehammer.shtml,Ice Hammer,img/ice.gif,img/physical.png,100,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.",Lowers user's Speed one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/hiddenpower.shtml,Hidden Power,img/normal.gif,img/special.png,60,A unique attack that varies in type depending on the Pokémon using it.,Type depends upon user's IVs.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/toxicspikes.shtml,Toxic Spikes,img/poison.gif,img/other.png,0,The user lays a trap of poison spikes at the feet of the opposing team. The spikes will poison opposing Pokémon that switch into battle.,Sets spikes that POISON the opponent upon switching.,-- %,0,None,Enemy Side,No
https://www.serebii.net/attackdex-swsh/g-maxvinelash.shtml,G-Max Vine Lash,img/grass.gif,img/physical.png,1,A Grass-type attack that Gigantamax Venusaur use. This move continues to deal damage to opponents for four turns.,Damages non-Grass-type opponents by 1/6th maximum HP each turn for four turns.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/catastropika.shtml,Catastropika,img/electric.gif,img/physical.png,210,"The user, Pikachu, surrounds itself with the maximum amount of electricity using its Z-Power and pounces on its target with full force.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/synthesis.shtml,Synthesis,img/grass.gif,img/other.png,0,The user restores its own HP. The amount of HP regained varies with the weather.,User restores HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/g-maxsteelsurge.shtml,G-Max Steelsurge,img/steel.gif,img/physical.png,1,A Steel-type attack that Gigantamax Copperajah use. This move scatters sharp spikes around the field.,Sets spikes that hurt the opponent upon switching.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/lastresort.shtml,Last Resort,img/normal.gif,img/physical.png,140,This move can be used only after the user has used all the other moves it knows in the battle.,No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thunderwave.shtml,Thunder Wave,img/electric.gif,img/other.png,0,The user launches a weak jolt of electricity that paralyzes the target.,Induces Paralysis,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-sm/wake-upslap.shtml,Wake-Up Slap,img/fighting.gif,img/physical.png,70,"This attack inflicts big damage on a sleeping target. This also wakes the target up, however.",Heals the target from Sleep,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/dig.shtml,Dig,img/ground.gif,img/physical.png,80,"The user burrows into the ground, then attacks on the next turn.","The user is protected the first turn, Attacks the second turn.",-- %,0,4.17%,Selected Target,Yes
"https://www.serebii.net/attackdex-sm/10,000,000voltthunderbolt.shtml","10,000,000 Volt Thunderbolt",img/electric.gif,img/special.png,195,"The user, Pikachu wearing a cap, powers up a jolt of electricity using its Z-Power and unleashes it. Critical hits land more easily.",No effect.,-- %,0,50%,Selected Target,No
https://www.serebii.net/attackdex-sm/pulverizingpancake.shtml,Pulverizing Pancake,img/normal.gif,img/physical.png,210,"Z-Power brings out the true capabilities of the user, Snorlax. The Pokémon moves its enormous body energetically and attacks the target with full force.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/grassknot.shtml,Grass Knot,img/grass.gif,img/special.png,1,"The user snares the target with grass and trips it. The heavier the target, the greater the move's power.",Damage inflicted raises the heavier the opponent is.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/moonblast.shtml,Moonblast,img/fairy.gif,img/special.png,95,"Borrowing the power of the moon, the user attacks the target. This may also lower the target's Sp. Atk stat.",May lower opponent's Special Attack one stage.,30%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/clangingscales.shtml,Clanging Scales,img/dragon.gif,img/special.png,110,The user rubs the scales on its entire body and makes a huge noise to attack opposing Pokémon. The user's Defense stat goes down after the attack.,Lowers user's Defense one stage.,100%,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-sm/sinisterarrowraid.shtml,Sinister Arrow Raid,img/ghost.gif,img/physical.png,180,"The user, Decidueye, creates countless arrows using its Z-Power and shoots the target with full force.",No effect.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxcannonade.shtml,G-Max Cannonade,img/water.gif,img/physical.png,1,A Water-type attack that Gigantamax Blastoise use. This move continues to deal damage to opponents for four turns.,Damages non-Water-type opponents by 1/6th maximum HP each turn for four turns.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/focusblast.shtml,Focus Blast,img/fighting.gif,img/special.png,120,The user heightens its mental focus and unleashes its power. This may also lower the target's Sp. Def stat.,May lower opponent's Special Defense one stage.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/healorder.shtml,Heal Order,img/bug.gif,img/other.png,0,The user calls out its underlings to heal it. The user regains up to half of its max HP.,User recovers half the maximum HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/skillswap.shtml,Skill Swap,img/psychic.gif,img/other.png,0,The user employs its psychic power to exchange Abilities with the target.,User and target trade abilities.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/heatcrash.shtml,Heat Crash,img/fire.gif,img/physical.png,1,"The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move's power.",Increases damage based on the weight of the user and opponent,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/furycutter.shtml,Fury Cutter,img/bug.gif,img/physical.png,40,The target is slashed with scythes or claws. This attack becomes more powerful if it hits in succession.,Move's power raises next turn if the move is successful.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/slash.shtml,Slash,img/normal.gif,img/physical.png,70,The target is attacked with a slash of claws or blades. Critical hits land more easily.,Has an increased Critical Hit ratio,-- %,0,12.50%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/rocksmash.shtml,Rock Smash,img/fighting.gif,img/physical.png,40,The user attacks with a punch. This may also lower the target's Defense stat.,May lower opponent's Defense one stage.,50%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/frenzyplant.shtml,Frenzy Plant,img/grass.gif,img/special.png,150,The user slams the target with the roots of an enormous tree. The user can't move on the next turn.,User cannot Attack on the next turn.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/thief.shtml,Thief,img/dark.gif,img/physical.png,60,The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item.,May steal opponent's item (temporarily in trainer battles).,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/soul-stealing7-starstrike.shtml,Soul-Stealing 7-Star Strike,img/ghost.gif,img/physical.png,195,"After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.",No effect.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/bugbite.shtml,Bug Bite,img/bug.gif,img/physical.png,60,"The user bites the target. If the target is holding a Berry, the user eats it and gains its effect.",Removes target's Berry and uses its effect,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/thrash.shtml,Thrash,img/normal.gif,img/physical.png,120,The user rampages and attacks for two to three turns. The user then becomes confused.,User uses the same Attack for 2-3 turns then becomes confused.,-- %,0,4.17%,Random Target,Yes
https://www.serebii.net/attackdex-swsh/superpower.shtml,Superpower,img/fighting.gif,img/physical.png,120,"The user attacks the target with great power. However, this also lowers the user's Attack and Defense stats.",Lowers user's Attack and Defense one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/g-maxoneblow.shtml,G-Max One Blow,img/dark.gif,img/physical.png,1,A Dark-type attack that Gigantamax Urshifu use. This single-strike move can ignore Max Guard.,Ignores & removes Protect & Detect,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/lavaplume.shtml,Lava Plume,img/fire.gif,img/special.png,80,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,May induce burn.,30%,0,4.17%,All Adjacent Pokémon,No
https://www.serebii.net/attackdex-swsh/closecombat.shtml,Close Combat,img/fighting.gif,img/physical.png,120,The user fights the target up close without guarding itself. This also lowers the user's Defense and Sp. Def stats.,Lowers user's Defense & Special Defense stats by one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/moongeistbeam.shtml,Moongeist Beam,img/ghost.gif,img/special.png,100,The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Abilities.,Ignores abilities,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/scaryface.shtml,Scary Face,img/normal.gif,img/other.png,0,The user frightens the target with a scary face to harshly lower its Speed stat.,Lowers opponent's Speed two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/morningsun.shtml,Morning Sun,img/normal.gif,img/other.png,0,The user restores its own HP. The amount of HP regained varies with the weather.,User restores HP.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/sheercold.shtml,Sheer Cold,img/ice.gif,img/special.png,1,The target faints instantly. It's less likely to hit the target if it's used by Pokémon other than Ice types.,May cause one-hit KO.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/liquidation.shtml,Liquidation,img/water.gif,img/physical.png,85,The user slams into the target using a full-force blast of water. This may also lower the target's Defense stat.,May lower opponent's Defense one stage.,20%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/mudshot.shtml,Mud Shot,img/ground.gif,img/special.png,55,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,May lower opponent's Speed one stage.,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/furyattack.shtml,Fury Attack,img/normal.gif,img/physical.png,15,The target is jabbed repeatedly with a horn or beak two to five times in a row.,"Attacks 2-5 times in a row. 
37.5% chance of 2 hits. 37.5% chance of 3 hits. 12.5% chance of 4 hits. 12.5% chance of 5 hits",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/rollingkick.shtml,Rolling Kick,img/fighting.gif,img/physical.png,60,"The user lashes out with a quick, spinning kick. This may also make the target flinch.",May cause opponent to flinch.,30%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/dive.shtml,Dive,img/water.gif,img/physical.png,80,"Diving on the first turn, the user floats up and attacks on the next turn.","The user is protected the first turn, Attacks the second turn.",-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/baby-dolleyes.shtml,Baby-Doll Eyes,img/fairy.gif,img/other.png,0,"The user stares at the target with its baby-doll eyes, which lowers the target's Attack stat. This move always goes first.",Lowers opponent's Attack stat one stage,-- %,1,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/instruct.shtml,Instruct,img/psychic.gif,img/other.png,0,The user instructs the target to use the target's last move again.,Causes target to use their last move again,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/sandattack.shtml,Sand Attack,img/ground.gif,img/other.png,0,"Sand is hurled in the target's face, reducing the target's accuracy.",Lowers opponent's Accuracy one stage.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/boltbeak.shtml,Bolt Beak,img/electric.gif,img/physical.png,85,"The user stabs the target with its electrified beak. If the user attacks before the target, the power of this move is doubled.",Doubles damage if the user moves before the target,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/chatter.shtml,Chatter,img/flying.gif,img/special.png,65,The user attacks the target with sound waves of deafening chatter. This confuses the target.,Confuses the opponent,100%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/pollenpuff.shtml,Pollen Puff,img/bug.gif,img/special.png,90,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.",Heals if used on an ally.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/charm.shtml,Charm,img/fairy.gif,img/other.png,0,"The user gazes at the target rather charmingly, making it less wary. This harshly lowers the target's Attack stat.",Lowers opponent's Attack two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/g-maxstunshock.shtml,G-Max Stun Shock,img/electric.gif,img/physical.png,1,An Electric-type attack that Gigantamax Toxtricity use. This move poisons or paralyzes opponents.,Inflicts Poison or Paralysis to all opponents.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/gigadrain.shtml,Giga Drain,img/grass.gif,img/special.png,75,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/twineedle.shtml,Twineedle,img/bug.gif,img/physical.png,25,The user damages the target twice in succession by jabbing it with two spikes. This may also poison the target.,Attacks twice. May induce poison.,20%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-sm/nightmare.shtml,Nightmare,img/ghost.gif,img/other.png,0,A sleeping target sees a nightmare that inflicts some damage every turn.,Inflicts 1/4 damage on a sleeping foe every turn.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/powerswap.shtml,Power Swap,img/psychic.gif,img/other.png,0,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target.,Switches user's Attack & SP. ATT stat increases with opponent.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/thunderbolt.shtml,Thunderbolt,img/electric.gif,img/special.png,90,A strong electric blast crashes down on the target. This may also leave the target with paralysis.,May induce paralysis.,10%,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/sketch.shtml,Sketch,img/normal.gif,img/other.png,0,"It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears.",Copies the opponent's last move forever.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/leechlife.shtml,Leech Life,img/bug.gif,img/physical.png,80,The user drains the target's blood. The user's HP is restored by half the damage taken by the target.,User recovers half the damage inflicted.,-- %,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-sm/iondeluge.shtml,Ion Deluge,img/electric.gif,img/other.png,0,"The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves.",Changes target's Normal-type move to Electric-type.,-- %,1,None,Field,No
https://www.serebii.net/attackdex-swsh/hammerarm.shtml,Hammer Arm,img/fighting.gif,img/physical.png,100,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.",Lowers user's Speed one stage.,100%,0,4.17%,Selected Target,Yes
https://www.serebii.net/attackdex-swsh/featherdance.shtml,Feather Dance,img/flying.gif,img/other.png,0,The user covers the target's body with a mass of down that harshly lowers its Attack stat.,Lowers opponent's Attack two stages.,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/photongeyser.shtml,Photon Geyser,img/psychic.gif,img/special.png,100,The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.,Damage inflicted depends on user's Attack or Special Attack. Highest stat used to determine if move is Physical or Special. Ignores abilities,-- %,0,4.17%,Selected Target,No
https://www.serebii.net/attackdex-swsh/calmmind.shtml,Calm Mind,img/psychic.gif,img/other.png,0,The user quietly focuses its mind and calms its spirit to raise its Sp. Atk and Sp. Def stats.,Raises user's Special Attack and Special Defense one stage.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/tailglow.shtml,Tail Glow,img/bug.gif,img/other.png,0,"The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat.",Raises user's Special Attack three stages.,-- %,0,None,Self,No
https://www.serebii.net/attackdex-swsh/trick.shtml,Trick,img/psychic.gif,img/other.png,0,The user catches the target off guard and swaps its held item with its own.,Switches items with the opponent,-- %,0,None,Selected Target,No
https://www.serebii.net/attackdex-swsh/aromaticmist.shtml,Aromatic Mist,img/fairy.gif,img/other.png,0,The user raises the Sp. Def stat of an ally Pokémon by using a mysterious aroma.,Raises ally Pokémon's Special Defense one stage.,-- %,0,None,Adjacent Ally,No
https://www.serebii.net/attackdex-swsh/incinerate.shtml,Incinerate,img/fire.gif,img/special.png,60,"The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable.",Removes opponent's hold berry.,-- %,0,4.17%,All Adjacent Foes,No
https://www.serebii.net/attackdex-swsh/g-maxcuddle.shtml,G-Max Cuddle,img/normal.gif,img/physical.png,1,A Normal-type attack that Gigantamax Eevee use. This move infatuates opponents.,Causes the opponent to be inflicted with Infatuation,-- %,0,4.17%,Selected Target,No
